Bateria_descarregar,Bateria_carregar,potencia_REDE,SoC,PV_ref,custo_energia,Q_rede,Q_bat_PU,P_bat_PU,V_PCC
0.0,0.0,167.2,0.8,58.04023506164549,0.47,-58.927275,0.6757091,0.0,1.0
0.0,0.0,172.9,0.8,60.62472686767578,0.47,-58.927275,0.6790451,0.0,1.0
0.0,0.0,173.5,0.8,63.49322326660156,0.47,-58.927275,0.6823731,0.0,1.0
0.0,0.0,176.8,0.8,66.24670639038087,0.47,-58.927275,0.6857091,0.0,1.0
0.0,0.0,180.4,0.8,68.86548980712891,0.47,-58.927275,0.6890451,0.0,1.0
0.0,0.0,184.1,0.8,71.53578247070313,0.47,-58.927275,0.6923731,0.0,1.0
0.0,0.0,188.1,0.8,73.57310333251955,0.47,-58.927275,0.6957091,0.0,1.0
0.0,0.0,175.7,0.8,75.07223999023438,0.47,-58.927275,0.6803771,0.0,1.0
0.0,0.0,164.6,0.8,76.35147659301757,0.47,-58.927275,0.6650411,0.0,1.0
0.0,0.0,151.7,0.8,78.21365478515624,0.47,-58.927275,0.6497091,0.0,1.0
0.0,0.0,139.7,0.8,79.68853576660155,0.47,-58.927275,0.6343771,0.0,1.0
0.0,0.0,128.4,0.8,81.28204772949219,0.47,-58.927275,0.6190411,0.0,1.0
0.0,0.0,117.2,0.8,82.72850708007813,0.47,-58.927275,0.6037091,0.0,1.0
0.0,0.0,113.4,0.8,83.85579940795898,0.47,-58.927275,0.6017091,0.0,1.0
0.0,0.0,109.9,0.8,84.77623352050782,0.47,-58.927275,0.5997091,0.0,1.0
0.0,0.0,106.7,0.8,85.43078506469729,0.47,-58.927275,0.5977091,0.0,1.0
0.0,0.0,103.8,0.8,85.88406631469728,0.47,-58.927275,0.5957091,0.0,1.0
0.0,0.0,100.9,0.8,85.90919677734377,0.47,-58.927275,0.5937091,0.0,1.0
0.0,0.0,98.5,0.8,85.94546295166019,0.47,-58.927275,0.5917091,0.0,1.0
0.0,0.0,102.9,0.8,85.72866439819337,0.47,-58.927275,0.5897091,0.0,1.0
0.0,0.0,107.7,0.8,85.1764700317383,0.47,-58.927275,0.5877091,0.0,1.0
0.0,0.0,112.6,0.8,83.93418762207031,0.47,-58.927275,0.5857091,0.0,1.0
0.35400253,0.0,117.346,0.8,83.25400253295898,0.47,-58.927275,0.5837091,0.0014160101,1.0
1.0182439,0.0,121.88176,0.79989025,82.4182438659668,0.47,-58.927275,0.5817091,0.0040729755,1.0
1.719612,0.0,126.58039,0.79957457,81.41961196899412,0.47,-58.927275,0.5797091,0.0068784479,1.0
2.7788657,0.0,126.82113,0.79904144,80.17886566162106,0.47,-58.927275,0.5783771,0.011115463,1.0
3.7880545,0.0,127.31195,0.79817992,78.68805450439451,0.47,-58.927275,0.5770411,0.015152218,1.0
4.0005112,0.0,127.99949,0.79700553,77.0005111694336,0.47,-58.927275,0.5757091,0.016002045,1.0
4.7851273,0.0,129.01487,0.79576526,74.98512725830078,0.47,-58.927275,0.5743771,0.019140509,1.0
5.5296161,0.0,130.37038,0.79428175,72.62961608886721,0.47,-58.927275,0.5730411,0.022118464,1.0
5.6005458,0.0,131.99945,0.79256743,70.00054580688477,0.47,-58.927275,0.5717091,0.022402183,1.0
6.0281995,0.0,132.8718,0.79083111,66.92819953918458,0.47,-58.927275,0.5723771,0.024112798,1.0
5.5222041,0.0,134.0778,0.78896221,63.52220405578611,0.47,-58.927275,0.5730411,0.022088816,1.0
5.0543438,0.0,135.74566,0.78725018,59.754343795776364,0.47,-58.927275,0.5737091,0.020217375,1.0
5.0089563,0.0,137.79104,0.78568321,55.50895629882813,0.47,-58.927275,0.5743771,0.020035825,1.0
3.3711246,0.0,139.92888,0.7841303,51.17112464904784,0.47,-58.927275,0.5750411,0.013484499,1.0
3.6059579,0.0,142.29404,0.78308516,46.70595794677735,0.47,-58.927275,0.5757091,0.014423832,1.0
3.4164322,0.0,143.48357,0.78196722,42.51643218994143,0.47,-58.927275,0.5783771,0.013665729,1.0
20.324428,0.0,147.27557,0.78090804,35.72442783355715,0.47,-58.927275,0.5810411,0.081297711,1.0
3.039702,0.0,148.8603,0.77460694,31.139701957702645,0.47,-58.927275,0.5837091,0.012158808,1.0
0.76111427,0.0,149.73889,0.77366455,27.26111427307129,0.47,-58.927275,0.5863771,0.0030444571,1.0
4.8874916,0.0,151.01251,0.77342859,22.98749156951905,0.65,-58.927275,0.5890411,0.019549966,1.0
14.582677,0.0,151.81732,0.77191334,19.18267724990845,0.65,-58.927275,0.5917091,0.058330709,1.0
3.0648856,0.0,159.73511,0.76739233,15.664885597228999,0.65,-58.927275,0.5923771,0.012259542,1.0
6.3067889,0.0,168.59321,0.76644213,11.406788864135745,0.65,-58.927275,0.5930411,0.025227155,1.0
4.4876023,0.0,176.6124,0.76448686,7.8876023483276345,0.65,-58.927275,0.5937091,0.017950409,1.0
3.8416645,0.0,183.25834,0.76309559,5.641664495468137,0.65,-58.927275,0.5943771,0.015366658,1.0
2.8167113,0.0,190.68329,0.76190457,2.816711311340331,1.0,-58.927275,0.5950411,0.011266845,1.0
1.2991627,0.0,196.70084,0.76103132,1.2991627474129204,1.0,-58.927275,0.5957091,0.005196651,1.0
0.4202198,0.0,198.87978,0.76062854,0.4202198046445845,1.0,-58.927275,0.5950411,0.0016808792,1.0
0.0,0.0,200.6,0.76049827,0.0,1.0,-58.927275,0.5943771,0.0,1.0
0.0,0.0,202.0,0.76049827,0.0,1.0,-58.927275,0.5937091,0.0,1.0
0.0,0.0,203.3,0.76049827,1.1102230246251563e-16,1.0,-58.927275,0.5930411,0.0,1.0
0.0,0.0,204.6,0.76049827,2.2204460492503126e-17,1.0,-58.927275,0.5923771,0.0,1.0
0.0,0.0,206.0,0.76049827,0.0,1.0,-58.927275,0.5917091,0.0,1.0
0.0,0.0,207.5,0.76049827,0.0,1.0,-58.927275,0.5937091,0.0,1.0
0.0,0.0,208.9,0.76049827,0.0,1.0,-58.927275,0.5957091,0.0,1.0
0.0,0.0,210.5,0.76049827,0.0,1.0,-58.927275,0.5977091,0.0,1.0
0.0,0.0,212.0,0.76049827,0.0,1.0,-58.927275,0.5997091,0.0,1.0
0.0,0.0,213.4,0.76049827,0.0,1.0,-58.927275,0.6017091,0.0,1.0
0.0,0.0,215.0,0.76049827,0.0,1.0,-58.927275,0.6037091,0.0,1.0
