#timPSTamp,	constant_power_A,constant_power_C
2017-11-03 00:00:00,149.49+63.25j,149.49+63.25j
2017-11-03 00:10:00,146.19+62.52j,146.19+62.52j
2017-11-03 00:20:00,142.89+61.78j,142.89+61.78j
2017-11-03 00:30:00,139.65+61.05j,139.65+61.05j
2017-11-03 00:40:00,136.35+60.32j,136.35+60.32j
2017-11-03 00:50:00,133.05+59.58j,133.05+59.58j
2017-11-03 01:00:00,129.8+58.85j,129.8+58.85j
2017-11-03 01:10:00,128.04+58.76j,128.04+58.76j
2017-11-03 01:20:00,126.28+58.67j,126.28+58.67j
2017-11-03 01:30:00,124.58+58.58j,124.58+58.58j
2017-11-03 01:40:00,122.82+58.48j,122.82+58.48j
2017-11-03 01:50:00,121.06+58.39j,121.06+58.39j
2017-11-03 02:00:00,119.35+58.3j,119.35+58.3j
2017-11-03 02:10:00,118.69+58.58j,118.69+58.58j
2017-11-03 02:20:00,118.03+58.85j,118.03+58.85j
2017-11-03 02:30:00,117.43+59.13j,117.43+59.13j
2017-11-03 02:40:00,116.77+59.4j,116.77+59.4j
2017-11-03 02:50:00,116.11+59.68j,116.11+59.68j
2017-11-03 03:00:00,115.5+59.95j,115.5+59.95j
2017-11-03 03:10:00,116+60.13j,116+60.13j
2017-11-03 03:20:00,116.6+60.32j,116.6+60.32j
2017-11-03 03:30:00,117.15+60.5j,117.15+60.5j
2017-11-03 03:40:00,117.65+60.68j,117.65+60.68j
2017-11-03 03:50:00,118.25+60.87j,118.25+60.87j
2017-11-03 04:00:00,118.8+61.05j,118.8+61.05j
2017-11-03 04:10:00,118.58+60.87j,118.58+60.87j
2017-11-03 04:20:00,118.42+60.68j,118.42+60.68j
2017-11-03 04:30:00,118.25+60.5j,118.25+60.5j
2017-11-03 04:40:00,118.03+60.32j,118.03+60.32j
2017-11-03 04:50:00,117.87+60.13j,117.87+60.13j
2017-11-03 05:00:00,117.7+59.95j,117.7+59.95j
2017-11-03 05:10:00,118.8+59.58j,118.8+59.58j
2017-11-03 05:20:00,119.9+59.22j,119.9+59.22j
2017-11-03 05:30:00,121+58.85j,121+58.85j
2017-11-03 05:40:00,122.1+58.48j,122.1+58.48j
2017-11-03 05:50:00,123.2+58.12j,123.2+58.12j
2017-11-03 06:00:00,124.3+57.75j,124.3+57.75j
2017-11-03 06:10:00,123.92+57.48j,123.92+57.48j
2017-11-03 06:20:00,123.53+57.2j,123.53+57.2j
2017-11-03 06:30:00,123.2+56.93j,123.2+56.93j
2017-11-03 06:40:00,122.82+56.65j,122.82+56.65j
2017-11-03 06:50:00,122.43+56.38j,122.43+56.38j
2017-11-03 07:00:00,122.1+56.1j,122.1+56.1j
2017-11-03 07:10:00,117.87+56.1j,117.87+56.1j
2017-11-03 07:20:00,113.63+56.1j,113.63+56.1j
2017-11-03 07:30:00,109.45+56.1j,109.45+56.1j
2017-11-03 07:40:00,105.22+56.1j,105.22+56.1j
2017-11-03 07:50:00,100.98+56.1j,100.98+56.1j
2017-11-03 08:00:00,96.8+56.1j,96.8+56.1j
2017-11-03 08:10:00,99.33+55j,99.33+55j
2017-11-03 08:20:00,101.92+53.9j,101.92+53.9j
2017-11-03 08:30:00,104.5+52.8j,104.5+52.8j
2017-11-03 08:40:00,107.03+51.7j,107.03+51.7j
2017-11-03 08:50:00,109.62+50.6j,109.62+50.6j
