#timPSTamp,	constant_power_A,constant_power_C
2017-11-03 00:00:00,67.95+28.75j,67.95+28.75j
2017-11-03 00:10:00,66.45+28.42j,66.45+28.42j
2017-11-03 00:20:00,64.95+28.08j,64.95+28.08j
2017-11-03 00:30:00,63.48+27.75j,63.48+27.75j
2017-11-03 00:40:00,61.98+27.42j,61.98+27.42j
2017-11-03 00:50:00,60.48+27.08j,60.48+27.08j
2017-11-03 01:00:00,59+26.75j,59+26.75j
2017-11-03 01:10:00,58.2+26.71j,58.2+26.71j
2017-11-03 01:20:00,57.4+26.67j,57.4+26.67j
2017-11-03 01:30:00,56.63+26.63j,56.63+26.63j
2017-11-03 01:40:00,55.83+26.58j,55.83+26.58j
2017-11-03 01:50:00,55.03+26.54j,55.03+26.54j
2017-11-03 02:00:00,54.25+26.5j,54.25+26.5j
2017-11-03 02:10:00,53.95+26.63j,53.95+26.63j
2017-11-03 02:20:00,53.65+26.75j,53.65+26.75j
2017-11-03 02:30:00,53.38+26.88j,53.38+26.88j
2017-11-03 02:40:00,53.08+27j,53.08+27j
2017-11-03 02:50:00,52.78+27.13j,52.78+27.13j
2017-11-03 03:00:00,52.5+27.25j,52.5+27.25j
2017-11-03 03:10:00,52.73+27.33j,52.73+27.33j
2017-11-03 03:20:00,53+27.42j,53+27.42j
2017-11-03 03:30:00,53.25+27.5j,53.25+27.5j
2017-11-03 03:40:00,53.48+27.58j,53.48+27.58j
2017-11-03 03:50:00,53.75+27.67j,53.75+27.67j
2017-11-03 04:00:00,54+27.75j,54+27.75j
2017-11-03 04:10:00,53.9+27.67j,53.9+27.67j
2017-11-03 04:20:00,53.83+27.58j,53.83+27.58j
2017-11-03 04:30:00,53.75+27.5j,53.75+27.5j
2017-11-03 04:40:00,53.65+27.42j,53.65+27.42j
2017-11-03 04:50:00,53.58+27.33j,53.58+27.33j
2017-11-03 05:00:00,53.5+27.25j,53.5+27.25j
2017-11-03 05:10:00,54+27.08j,54+27.08j
2017-11-03 05:20:00,54.5+26.92j,54.5+26.92j
2017-11-03 05:30:00,55+26.75j,55+26.75j
2017-11-03 05:40:00,55.5+26.58j,55.5+26.58j
2017-11-03 05:50:00,56+26.42j,56+26.42j
2017-11-03 06:00:00,56.5+26.25j,56.5+26.25j
2017-11-03 06:10:00,56.33+26.13j,56.33+26.13j
2017-11-03 06:20:00,56.15+26j,56.15+26j
2017-11-03 06:30:00,56+25.88j,56+25.88j
2017-11-03 06:40:00,55.83+25.75j,55.83+25.75j
2017-11-03 06:50:00,55.65+25.63j,55.65+25.63j
2017-11-03 07:00:00,55.5+25.5j,55.5+25.5j
2017-11-03 07:10:00,53.58+25.5j,53.58+25.5j
2017-11-03 07:20:00,51.65+25.5j,51.65+25.5j
2017-11-03 07:30:00,49.75+25.5j,49.75+25.5j
2017-11-03 07:40:00,47.83+25.5j,47.83+25.5j
2017-11-03 07:50:00,45.9+25.5j,45.9+25.5j
2017-11-03 08:00:00,44+25.5j,44+25.5j
2017-11-03 08:10:00,45.15+25j,45.15+25j
2017-11-03 08:20:00,46.33+24.5j,46.33+24.5j
2017-11-03 08:30:00,47.5+24j,47.5+24j
2017-11-03 08:40:00,48.65+23.5j,48.65+23.5j
2017-11-03 08:50:00,49.83+23j,49.83+23j
2017-11-03 09:00:00,51+22.5j,51+22.5j
2017-11-03 09:10:00,49.78+21.96j,49.78+21.96j
2017-11-03 09:20:00,48.58+21.42j,48.58+21.42j
2017-11-03 09:30:00,47.38+20.88j,47.38+20.88j
2017-11-03 09:40:00,46.15+20.33j,46.15+20.33j
2017-11-03 09:50:00,44.95+19.79j,44.95+19.79j
2017-11-03 10:00:00,43.75+19.25j,43.75+19.25j
2017-11-03 10:10:00,44.13+19.13j,44.13+19.13j
2017-11-03 10:20:00,44.5+19j,44.5+19j
2017-11-03 10:30:00,44.88+18.88j,44.88+18.88j
2017-11-03 10:40:00,45.25+18.75j,45.25+18.75j
2017-11-03 10:50:00,45.63+18.63j,45.63+18.63j
2017-11-03 11:00:00,46+18.5j,46+18.5j
2017-11-03 11:10:00,45.78+18.71j,45.78+18.71j
2017-11-03 11:20:00,45.58+18.92j,45.58+18.92j
2017-11-03 11:30:00,45.38+19.13j,45.38+19.13j
2017-11-03 11:40:00,45.15+19.33j,45.15+19.33j
2017-11-03 11:50:00,44.95+19.54j,44.95+19.54j
2017-11-03 12:00:00,44.75+19.75j,44.75+19.75j
2017-11-03 12:10:00,45+19.67j,45+19.67j
2017-11-03 12:20:00,45.25+19.58j,45.25+19.58j
2017-11-03 12:30:00,45.5+19.5j,45.5+19.5j
2017-11-03 12:40:00,45.75+19.42j,45.75+19.42j
2017-11-03 12:50:00,46+19.33j,46+19.33j
2017-11-03 13:00:00,46.25+19.25j,46.25+19.25j
2017-11-03 13:10:00,47.33+19.38j,47.33+19.38j
2017-11-03 13:20:00,48.4+19.5j,48.4+19.5j
2017-11-03 13:30:00,49.5+19.63j,49.5+19.63j
2017-11-03 13:40:00,50.58+19.75j,50.58+19.75j
2017-11-03 13:50:00,51.65+19.88j,51.65+19.88j
2017-11-03 14:00:00,52.75+20j,52.75+20j
2017-11-03 14:10:00,52.7+19.83j,52.7+19.83j
2017-11-03 14:20:00,52.65+19.67j,52.65+19.67j
2017-11-03 14:30:00,52.63+19.5j,52.63+19.5j
2017-11-03 14:40:00,52.58+19.33j,52.58+19.33j
2017-11-03 14:50:00,52.53+19.17j,52.53+19.17j
2017-11-03 15:00:00,52.5+19j,52.5+19j
2017-11-03 15:10:00,52.58+19.29j,52.58+19.29j
2017-11-03 15:20:00,52.65+19.58j,52.65+19.58j
2017-11-03 15:30:00,52.75+19.88j,52.75+19.88j
2017-11-03 15:40:00,52.83+20.17j,52.83+20.17j
2017-11-03 15:50:00,52.9+20.46j,52.9+20.46j
2017-11-03 16:00:00,53+20.75j,53+20.75j
