#timPSTamp,	constant_power_A,constant_power_B,constant_power_C
2017-11-03 00:00:00,8751.96+3703j,8751.96+3703j,8751.96+3703j
2017-11-03 00:10:00,8558.76+3660.08j,8558.76+3660.08j,8558.76+3660.08j
2017-11-03 00:20:00,8365.56+3617.12j,8365.56+3617.12j,8365.56+3617.12j
2017-11-03 00:30:00,8175.58+3574.2j,8175.58+3574.2j,8175.58+3574.2j
2017-11-03 00:40:00,7982.38+3531.28j,7982.38+3531.28j,7982.38+3531.28j
2017-11-03 00:50:00,7789.18+3488.32j,7789.18+3488.32j,7789.18+3488.32j
2017-11-03 01:00:00,7599.2+3445.4j,7599.2+3445.4j,7599.2+3445.4j
2017-11-03 01:10:00,7496.16+3440.02j,7496.16+3440.02j,7496.16+3440.02j
2017-11-03 01:20:00,7393.12+3434.68j,7393.12+3434.68j,7393.12+3434.68j
2017-11-03 01:30:00,7293.3+3429.3j,7293.3+3429.3j,7293.3+3429.3j
2017-11-03 01:40:00,7190.26+3423.92j,7190.26+3423.92j,7190.26+3423.92j
2017-11-03 01:50:00,7087.22+3418.58j,7087.22+3418.58j,7087.22+3418.58j
2017-11-03 02:00:00,6987.4+3413.2j,6987.4+3413.2j,6987.4+3413.2j
2017-11-03 02:10:00,6948.76+3429.3j,6948.76+3429.3j,6948.76+3429.3j
2017-11-03 02:20:00,6910.12+3445.4j,6910.12+3445.4j,6910.12+3445.4j
2017-11-03 02:30:00,6874.7+3461.5j,6874.7+3461.5j,6874.7+3461.5j
2017-11-03 02:40:00,6836.06+3477.6j,6836.06+3477.6j,6836.06+3477.6j
2017-11-03 02:50:00,6797.42+3493.7j,6797.42+3493.7j,6797.42+3493.7j
2017-11-03 03:00:00,6762+3509.8j,6762+3509.8j,6762+3509.8j
2017-11-03 03:10:00,6790.98+3520.52j,6790.98+3520.52j,6790.98+3520.52j
2017-11-03 03:20:00,6826.4+3531.28j,6826.4+3531.28j,6826.4+3531.28j
2017-11-03 03:30:00,6858.6+3542j,6858.6+3542j,6858.6+3542j
2017-11-03 03:40:00,6887.58+3552.72j,6887.58+3552.72j,6887.58+3552.72j
2017-11-03 03:50:00,6923+3563.48j,6923+3563.48j,6923+3563.48j
2017-11-03 04:00:00,6955.2+3574.2j,6955.2+3574.2j,6955.2+3574.2j
2017-11-03 04:10:00,6942.32+3563.48j,6942.32+3563.48j,6942.32+3563.48j
2017-11-03 04:20:00,6932.66+3552.72j,6932.66+3552.72j,6932.66+3552.72j
2017-11-03 04:30:00,6923+3542j,6923+3542j,6923+3542j
2017-11-03 04:40:00,6910.12+3531.28j,6910.12+3531.28j,6910.12+3531.28j
2017-11-03 04:50:00,6900.46+3520.52j,6900.46+3520.52j,6900.46+3520.52j
2017-11-03 05:00:00,6890.8+3509.8j,6890.8+3509.8j,6890.8+3509.8j
2017-11-03 05:10:00,6955.2+3488.32j,6955.2+3488.32j,6955.2+3488.32j
2017-11-03 05:20:00,7019.6+3466.88j,7019.6+3466.88j,7019.6+3466.88j
2017-11-03 05:30:00,7084+3445.4j,7084+3445.4j,7084+3445.4j
2017-11-03 05:40:00,7148.4+3423.92j,7148.4+3423.92j,7148.4+3423.92j
2017-11-03 05:50:00,7212.8+3402.48j,7212.8+3402.48j,7212.8+3402.48j
2017-11-03 06:00:00,7277.2+3381j,7277.2+3381j,7277.2+3381j
2017-11-03 06:10:00,7254.66+3364.9j,7254.66+3364.9j,7254.66+3364.9j
2017-11-03 06:20:00,7232.12+3348.8j,7232.12+3348.8j,7232.12+3348.8j
2017-11-03 06:30:00,7212.8+3332.7j,7212.8+3332.7j,7212.8+3332.7j
2017-11-03 06:40:00,7190.26+3316.6j,7190.26+3316.6j,7190.26+3316.6j
2017-11-03 06:50:00,7167.72+3300.5j,7167.72+3300.5j,7167.72+3300.5j
2017-11-03 07:00:00,7148.4+3284.4j,7148.4+3284.4j,7148.4+3284.4j
2017-11-03 07:10:00,6900.46+3284.4j,6900.46+3284.4j,6900.46+3284.4j
2017-11-03 07:20:00,6652.52+3284.4j,6652.52+3284.4j,6652.52+3284.4j
2017-11-03 07:30:00,6407.8+3284.4j,6407.8+3284.4j,6407.8+3284.4j
2017-11-03 07:40:00,6159.86+3284.4j,6159.86+3284.4j,6159.86+3284.4j
2017-11-03 07:50:00,5911.92+3284.4j,5911.92+3284.4j,5911.92+3284.4j
2017-11-03 08:00:00,5667.2+3284.4j,5667.2+3284.4j,5667.2+3284.4j
2017-11-03 08:10:00,5815.32+3220j,5815.32+3220j,5815.32+3220j
2017-11-03 08:20:00,5966.66+3155.6j,5966.66+3155.6j,5966.66+3155.6j
2017-11-03 08:30:00,6118+3091.2j,6118+3091.2j,6118+3091.2j
2017-11-03 08:40:00,6266.12+3026.8j,6266.12+3026.8j,6266.12+3026.8j
2017-11-03 08:50:00,6417.46+2962.4j,6417.46+2962.4j,6417.46+2962.4j
2017-11-03 09:00:00,6568.8+2898j,6568.8+2898j,6568.8+2898j
2017-11-03 09:10:00,6411.02+2828.25j,6411.02+2828.25j,6411.02+2828.25j
2017-11-03 09:20:00,6256.46+2758.45j,6256.46+2758.45j,6256.46+2758.45j
2017-11-03 09:30:00,6101.9+2688.7j,6101.9+2688.7j,6101.9+2688.7j
2017-11-03 09:40:00,5944.12+2618.95j,5944.12+2618.95j,5944.12+2618.95j
2017-11-03 09:50:00,5789.56+2549.15j,5789.56+2549.15j,5789.56+2549.15j
2017-11-03 10:00:00,5635+2479.4j,5635+2479.4j,5635+2479.4j
2017-11-03 10:10:00,5683.3+2463.3j,5683.3+2463.3j,5683.3+2463.3j
2017-11-03 10:20:00,5731.6+2447.2j,5731.6+2447.2j,5731.6+2447.2j
2017-11-03 10:30:00,5779.9+2431.1j,5779.9+2431.1j,5779.9+2431.1j
2017-11-03 10:40:00,5828.2+2415j,5828.2+2415j,5828.2+2415j
2017-11-03 10:50:00,5876.5+2398.9j,5876.5+2398.9j,5876.5+2398.9j
2017-11-03 11:00:00,5924.8+2382.8j,5924.8+2382.8j,5924.8+2382.8j
2017-11-03 11:10:00,5895.82+2409.65j,5895.82+2409.65j,5895.82+2409.65j
2017-11-03 11:20:00,5870.06+2436.45j,5870.06+2436.45j,5870.06+2436.45j
2017-11-03 11:30:00,5844.3+2463.3j,5844.3+2463.3j,5844.3+2463.3j
2017-11-03 11:40:00,5815.32+2490.15j,5815.32+2490.15j,5815.32+2490.15j
2017-11-03 11:50:00,5789.56+2516.95j,5789.56+2516.95j,5789.56+2516.95j
2017-11-03 12:00:00,5763.8+2543.8j,5763.8+2543.8j,5763.8+2543.8j
2017-11-03 12:10:00,5796+2533.08j,5796+2533.08j,5796+2533.08j
2017-11-03 12:20:00,5828.2+2522.32j,5828.2+2522.32j,5828.2+2522.32j
2017-11-03 12:30:00,5860.4+2511.6j,5860.4+2511.6j,5860.4+2511.6j
2017-11-03 12:40:00,5892.6+2500.88j,5892.6+2500.88j,5892.6+2500.88j
2017-11-03 12:50:00,5924.8+2490.12j,5924.8+2490.12j,5924.8+2490.12j
2017-11-03 13:00:00,5957+2479.4j,5957+2479.4j,5957+2479.4j
2017-11-03 13:10:00,6095.46+2495.5j,6095.46+2495.5j,6095.46+2495.5j
2017-11-03 13:20:00,6233.92+2511.6j,6233.92+2511.6j,6233.92+2511.6j
2017-11-03 13:30:00,6375.6+2527.7j,6375.6+2527.7j,6375.6+2527.7j
2017-11-03 13:40:00,6514.06+2543.8j,6514.06+2543.8j,6514.06+2543.8j
2017-11-03 13:50:00,6652.52+2559.9j,6652.52+2559.9j,6652.52+2559.9j
2017-11-03 14:00:00,6794.2+2576j,6794.2+2576j,6794.2+2576j
2017-11-03 14:10:00,6787.76+2554.52j,6787.76+2554.52j,6787.76+2554.52j
2017-11-03 14:20:00,6781.32+2533.08j,6781.32+2533.08j,6781.32+2533.08j
2017-11-03 14:30:00,6778.1+2511.6j,6778.1+2511.6j,6778.1+2511.6j
2017-11-03 14:40:00,6771.66+2490.12j,6771.66+2490.12j,6771.66+2490.12j
2017-11-03 14:50:00,6765.22+2468.68j,6765.22+2468.68j,6765.22+2468.68j
2017-11-03 15:00:00,6762+2447.2j,6762+2447.2j,6762+2447.2j
2017-11-03 15:10:00,6771.66+2484.78j,6771.66+2484.78j,6771.66+2484.78j
2017-11-03 15:20:00,6781.32+2522.32j,6781.32+2522.32j,6781.32+2522.32j
2017-11-03 15:30:00,6794.2+2559.9j,6794.2+2559.9j,6794.2+2559.9j
2017-11-03 15:40:00,6803.86+2597.48j,6803.86+2597.48j,6803.86+2597.48j
2017-11-03 15:50:00,6813.52+2635.02j,6813.52+2635.02j,6813.52+2635.02j
2017-11-03 16:00:00,6826.4+2672.6j,6826.4+2672.6j,6826.4+2672.6j
2017-11-03 16:10:00,6926.22+2672.6j,6926.22+2672.6j,6926.22+2672.6j
2017-11-03 16:20:00,7029.26+2672.6j,7029.26+2672.6j,7029.26+2672.6j
2017-11-03 16:30:00,7132.3+2672.6j,7132.3+2672.6j,7132.3+2672.6j
2017-11-03 16:40:00,7232.12+2672.6j,7232.12+2672.6j,7232.12+2672.6j
2017-11-03 16:50:00,7335.16+2672.6j,7335.16+2672.6j,7335.16+2672.6j
