#timPSTamp,	constant_power_A,constant_power_C
2017-11-03 00:00:00,271.8+115j,271.8+115j
2017-11-03 00:10:00,265.8+113.67j,265.8+113.67j
2017-11-03 00:20:00,259.8+112.33j,259.8+112.33j
2017-11-03 00:30:00,253.9+111j,253.9+111j
2017-11-03 00:40:00,247.9+109.67j,247.9+109.67j
2017-11-03 00:50:00,241.9+108.33j,241.9+108.33j
2017-11-03 01:00:00,236+107j,236+107j
2017-11-03 01:10:00,232.8+106.83j,232.8+106.83j
2017-11-03 01:20:00,229.6+106.67j,229.6+106.67j
2017-11-03 01:30:00,226.5+106.5j,226.5+106.5j
2017-11-03 01:40:00,223.3+106.33j,223.3+106.33j
2017-11-03 01:50:00,220.1+106.17j,220.1+106.17j
2017-11-03 02:00:00,217+106j,217+106j
2017-11-03 02:10:00,215.8+106.5j,215.8+106.5j
2017-11-03 02:20:00,214.6+107j,214.6+107j
2017-11-03 02:30:00,213.5+107.5j,213.5+107.5j
2017-11-03 02:40:00,212.3+108j,212.3+108j
2017-11-03 02:50:00,211.1+108.5j,211.1+108.5j
2017-11-03 03:00:00,210+109j,210+109j
2017-11-03 03:10:00,210.9+109.33j,210.9+109.33j
2017-11-03 03:20:00,212+109.67j,212+109.67j
2017-11-03 03:30:00,213+110j,213+110j
2017-11-03 03:40:00,213.9+110.33j,213.9+110.33j
2017-11-03 03:50:00,215+110.67j,215+110.67j
2017-11-03 04:00:00,216+111j,216+111j
2017-11-03 04:10:00,215.6+110.67j,215.6+110.67j
2017-11-03 04:20:00,215.3+110.33j,215.3+110.33j
2017-11-03 04:30:00,215+110j,215+110j
2017-11-03 04:40:00,214.6+109.67j,214.6+109.67j
2017-11-03 04:50:00,214.3+109.33j,214.3+109.33j
2017-11-03 05:00:00,214+109j,214+109j
2017-11-03 05:10:00,216+108.33j,216+108.33j
2017-11-03 05:20:00,218+107.67j,218+107.67j
2017-11-03 05:30:00,220+107j,220+107j
2017-11-03 05:40:00,222+106.33j,222+106.33j
2017-11-03 05:50:00,224+105.67j,224+105.67j
2017-11-03 06:00:00,226+105j,226+105j
2017-11-03 06:10:00,225.3+104.5j,225.3+104.5j
2017-11-03 06:20:00,224.6+104j,224.6+104j
2017-11-03 06:30:00,224+103.5j,224+103.5j
2017-11-03 06:40:00,223.3+103j,223.3+103j
2017-11-03 06:50:00,222.6+102.5j,222.6+102.5j
2017-11-03 07:00:00,222+102j,222+102j
2017-11-03 07:10:00,214.3+102j,214.3+102j
2017-11-03 07:20:00,206.6+102j,206.6+102j
2017-11-03 07:30:00,199+102j,199+102j
2017-11-03 07:40:00,191.3+102j,191.3+102j
2017-11-03 07:50:00,183.6+102j,183.6+102j
2017-11-03 08:00:00,176+102j,176+102j
2017-11-03 08:10:00,180.6+100j,180.6+100j
2017-11-03 08:20:00,185.3+98j,185.3+98j
2017-11-03 08:30:00,190+96j,190+96j
2017-11-03 08:40:00,194.6+94j,194.6+94j
2017-11-03 08:50:00,199.3+92j,199.3+92j
2017-11-03 09:00:00,204+90j,204+90j
2017-11-03 09:10:00,199.1+87.83j,199.1+87.83j
2017-11-03 09:20:00,194.3+85.67j,194.3+85.67j
2017-11-03 09:30:00,189.5+83.5j,189.5+83.5j
2017-11-03 09:40:00,184.6+81.33j,184.6+81.33j
2017-11-03 09:50:00,179.8+79.17j,179.8+79.17j
2017-11-03 10:00:00,175+77j,175+77j
2017-11-03 10:10:00,176.5+76.5j,176.5+76.5j
2017-11-03 10:20:00,178+76j,178+76j
2017-11-03 10:30:00,179.5+75.5j,179.5+75.5j
2017-11-03 10:40:00,181+75j,181+75j
2017-11-03 10:50:00,182.5+74.5j,182.5+74.5j
2017-11-03 11:00:00,184+74j,184+74j
2017-11-03 11:10:00,183.1+74.83j,183.1+74.83j
2017-11-03 11:20:00,182.3+75.67j,182.3+75.67j
2017-11-03 11:30:00,181.5+76.5j,181.5+76.5j
2017-11-03 11:40:00,180.6+77.33j,180.6+77.33j
2017-11-03 11:50:00,179.8+78.17j,179.8+78.17j
2017-11-03 12:00:00,179+79j,179+79j
2017-11-03 12:10:00,180+78.67j,180+78.67j
2017-11-03 12:20:00,181+78.33j,181+78.33j
2017-11-03 12:30:00,182+78j,182+78j
2017-11-03 12:40:00,183+77.67j,183+77.67j
2017-11-03 12:50:00,184+77.33j,184+77.33j
2017-11-03 13:00:00,185+77j,185+77j
2017-11-03 13:10:00,189.3+77.5j,189.3+77.5j
2017-11-03 13:20:00,193.6+78j,193.6+78j
2017-11-03 13:30:00,198+78.5j,198+78.5j
2017-11-03 13:40:00,202.3+79j,202.3+79j
2017-11-03 13:50:00,206.6+79.5j,206.6+79.5j
2017-11-03 14:00:00,211+80j,211+80j
2017-11-03 14:10:00,210.8+79.33j,210.8+79.33j
2017-11-03 14:20:00,210.6+78.67j,210.6+78.67j
2017-11-03 14:30:00,210.5+78j,210.5+78j
2017-11-03 14:40:00,210.3+77.33j,210.3+77.33j
2017-11-03 14:50:00,210.1+76.67j,210.1+76.67j
2017-11-03 15:00:00,210+76j,210+76j
2017-11-03 15:10:00,210.3+77.17j,210.3+77.17j
2017-11-03 15:20:00,210.6+78.33j,210.6+78.33j
2017-11-03 15:30:00,211+79.5j,211+79.5j
2017-11-03 15:40:00,211.3+80.67j,211.3+80.67j
2017-11-03 15:50:00,211.6+81.83j,211.6+81.83j
2017-11-03 16:00:00,212+83j,212+83j
2017-11-03 16:10:00,215.1+83j,215.1+83j
2017-11-03 16:20:00,218.3+83j,218.3+83j
2017-11-03 16:30:00,221.5+83j,221.5+83j
2017-11-03 16:40:00,224.6+83j,224.6+83j
2017-11-03 16:50:00,227.8+83j,227.8+83j
2017-11-03 17:00:00,231+83j,231+83j
2017-11-03 17:10:00,228+82.67j,228+82.67j
2017-11-03 17:20:00,225+82.33j,225+82.33j
2017-11-03 17:30:00,222+82j,222+82j
2017-11-03 17:40:00,219+81.67j,219+81.67j
