#timPSTamp,	constant_power_A,constant_power_B,constant_power_C
2017-11-03 00:00:00,471.12+199.33j,471.12+199.33j,471.12+199.33j
2017-11-03 00:10:00,460.72+197.02j,460.72+197.02j,460.72+197.02j
2017-11-03 00:20:00,450.32+194.71j,450.32+194.71j,450.32+194.71j
2017-11-03 00:30:00,440.09+192.4j,440.09+192.4j,440.09+192.4j
2017-11-03 00:40:00,429.69+190.09j,429.69+190.09j,429.69+190.09j
2017-11-03 00:50:00,419.29+187.78j,419.29+187.78j,419.29+187.78j
2017-11-03 01:00:00,409.07+185.47j,409.07+185.47j,409.07+185.47j
2017-11-03 01:10:00,403.52+185.18j,403.52+185.18j,403.52+185.18j
2017-11-03 01:20:00,397.97+184.89j,397.97+184.89j,397.97+184.89j
2017-11-03 01:30:00,392.6+184.6j,392.6+184.6j,392.6+184.6j
2017-11-03 01:40:00,387.05+184.31j,387.05+184.31j,387.05+184.31j
2017-11-03 01:50:00,381.51+184.02j,381.51+184.02j,381.51+184.02j
2017-11-03 02:00:00,376.13+183.73j,376.13+183.73j,376.13+183.73j
2017-11-03 02:10:00,374.05+184.6j,374.05+184.6j,374.05+184.6j
2017-11-03 02:20:00,371.97+185.47j,371.97+185.47j,371.97+185.47j
2017-11-03 02:30:00,370.07+186.33j,370.07+186.33j,370.07+186.33j
2017-11-03 02:40:00,367.99+187.2j,367.99+187.2j,367.99+187.2j
2017-11-03 02:50:00,365.91+188.07j,365.91+188.07j,365.91+188.07j
2017-11-03 03:00:00,364+188.93j,364+188.93j,364+188.93j
2017-11-03 03:10:00,365.56+189.51j,365.56+189.51j,365.56+189.51j
2017-11-03 03:20:00,367.47+190.09j,367.47+190.09j,367.47+190.09j
2017-11-03 03:30:00,369.2+190.67j,369.2+190.67j,369.2+190.67j
2017-11-03 03:40:00,370.76+191.24j,370.76+191.24j,370.76+191.24j
2017-11-03 03:50:00,372.67+191.82j,372.67+191.82j,372.67+191.82j
2017-11-03 04:00:00,374.4+192.4j,374.4+192.4j,374.4+192.4j
2017-11-03 04:10:00,373.71+191.82j,373.71+191.82j,373.71+191.82j
2017-11-03 04:20:00,373.19+191.24j,373.19+191.24j,373.19+191.24j
2017-11-03 04:30:00,372.67+190.67j,372.67+190.67j,372.67+190.67j
2017-11-03 04:40:00,371.97+190.09j,371.97+190.09j,371.97+190.09j
2017-11-03 04:50:00,371.45+189.51j,371.45+189.51j,371.45+189.51j
2017-11-03 05:00:00,370.93+188.93j,370.93+188.93j,370.93+188.93j
