#timPSTamp,	constant_power_A,constant_power_C
2017-11-03 00:00:00,407.7+172.5j,407.7+172.5j
2017-11-03 00:10:00,398.7+170.5j,398.7+170.5j
2017-11-03 00:20:00,389.7+168.5j,389.7+168.5j
2017-11-03 00:30:00,380.85+166.5j,380.85+166.5j
2017-11-03 00:40:00,371.85+164.5j,371.85+164.5j
2017-11-03 00:50:00,362.85+162.5j,362.85+162.5j
2017-11-03 01:00:00,354+160.5j,354+160.5j
2017-11-03 01:10:00,349.2+160.25j,349.2+160.25j
2017-11-03 01:20:00,344.4+160j,344.4+160j
2017-11-03 01:30:00,339.75+159.75j,339.75+159.75j
2017-11-03 01:40:00,334.95+159.5j,334.95+159.5j
2017-11-03 01:50:00,330.15+159.25j,330.15+159.25j
2017-11-03 02:00:00,325.5+159j,325.5+159j
2017-11-03 02:10:00,323.7+159.75j,323.7+159.75j
2017-11-03 02:20:00,321.9+160.5j,321.9+160.5j
2017-11-03 02:30:00,320.25+161.25j,320.25+161.25j
2017-11-03 02:40:00,318.45+162j,318.45+162j
2017-11-03 02:50:00,316.65+162.75j,316.65+162.75j
2017-11-03 03:00:00,315+163.5j,315+163.5j
2017-11-03 03:10:00,316.35+164j,316.35+164j
2017-11-03 03:20:00,318+164.5j,318+164.5j
2017-11-03 03:30:00,319.5+165j,319.5+165j
2017-11-03 03:40:00,320.85+165.5j,320.85+165.5j
2017-11-03 03:50:00,322.5+166j,322.5+166j
2017-11-03 04:00:00,324+166.5j,324+166.5j
2017-11-03 04:10:00,323.4+166j,323.4+166j
2017-11-03 04:20:00,322.95+165.5j,322.95+165.5j
2017-11-03 04:30:00,322.5+165j,322.5+165j
2017-11-03 04:40:00,321.9+164.5j,321.9+164.5j
2017-11-03 04:50:00,321.45+164j,321.45+164j
2017-11-03 05:00:00,321+163.5j,321+163.5j
2017-11-03 05:10:00,324+162.5j,324+162.5j
2017-11-03 05:20:00,327+161.5j,327+161.5j
2017-11-03 05:30:00,330+160.5j,330+160.5j
2017-11-03 05:40:00,333+159.5j,333+159.5j
2017-11-03 05:50:00,336+158.5j,336+158.5j
2017-11-03 06:00:00,339+157.5j,339+157.5j
2017-11-03 06:10:00,337.95+156.75j,337.95+156.75j
2017-11-03 06:20:00,336.9+156j,336.9+156j
2017-11-03 06:30:00,336+155.25j,336+155.25j
2017-11-03 06:40:00,334.95+154.5j,334.95+154.5j
2017-11-03 06:50:00,333.9+153.75j,333.9+153.75j
2017-11-03 07:00:00,333+153j,333+153j
