#timPSTamp,	constant_power_A,constant_power_B,constant_power_C
2017-11-03 00:00:00,779.16+329.67j,779.16+329.67j,779.16+329.67j
2017-11-03 00:10:00,761.96+325.85j,761.96+325.85j,761.96+325.85j
2017-11-03 00:20:00,744.76+322.02j,744.76+322.02j,744.76+322.02j
2017-11-03 00:30:00,727.85+318.2j,727.85+318.2j,727.85+318.2j
2017-11-03 00:40:00,710.65+314.38j,710.65+314.38j,710.65+314.38j
2017-11-03 00:50:00,693.45+310.55j,693.45+310.55j,693.45+310.55j
2017-11-03 01:00:00,676.53+306.73j,676.53+306.73j,676.53+306.73j
2017-11-03 01:10:00,667.36+306.25j,667.36+306.25j,667.36+306.25j
2017-11-03 01:20:00,658.19+305.78j,658.19+305.78j,658.19+305.78j
2017-11-03 01:30:00,649.3+305.3j,649.3+305.3j,649.3+305.3j
2017-11-03 01:40:00,640.13+304.82j,640.13+304.82j,640.13+304.82j
2017-11-03 01:50:00,630.95+304.35j,630.95+304.35j,630.95+304.35j
2017-11-03 02:00:00,622.07+303.87j,622.07+303.87j,622.07+303.87j
2017-11-03 02:10:00,618.63+305.3j,618.63+305.3j,618.63+305.3j
2017-11-03 02:20:00,615.19+306.73j,615.19+306.73j,615.19+306.73j
2017-11-03 02:30:00,612.03+308.17j,612.03+308.17j,612.03+308.17j
2017-11-03 02:40:00,608.59+309.6j,608.59+309.6j,608.59+309.6j
2017-11-03 02:50:00,605.15+311.03j,605.15+311.03j,605.15+311.03j
2017-11-03 03:00:00,602+312.47j,602+312.47j,602+312.47j
2017-11-03 03:10:00,604.58+313.42j,604.58+313.42j,604.58+313.42j
2017-11-03 03:20:00,607.73+314.38j,607.73+314.38j,607.73+314.38j
2017-11-03 03:30:00,610.6+315.33j,610.6+315.33j,610.6+315.33j
2017-11-03 03:40:00,613.18+316.29j,613.18+316.29j,613.18+316.29j
2017-11-03 03:50:00,616.33+317.25j,616.33+317.25j,616.33+317.25j
2017-11-03 04:00:00,619.2+318.2j,619.2+318.2j,619.2+318.2j
2017-11-03 04:10:00,618.05+317.25j,618.05+317.25j,618.05+317.25j
2017-11-03 04:20:00,617.19+316.29j,617.19+316.29j,617.19+316.29j
2017-11-03 04:30:00,616.33+315.33j,616.33+315.33j,616.33+315.33j
2017-11-03 04:40:00,615.19+314.38j,615.19+314.38j,615.19+314.38j
2017-11-03 04:50:00,614.33+313.42j,614.33+313.42j,614.33+313.42j
2017-11-03 05:00:00,613.47+312.47j,613.47+312.47j,613.47+312.47j
2017-11-03 05:10:00,619.2+310.55j,619.2+310.55j,619.2+310.55j
2017-11-03 05:20:00,624.93+308.65j,624.93+308.65j,624.93+308.65j
2017-11-03 05:30:00,630.67+306.73j,630.67+306.73j,630.67+306.73j
2017-11-03 05:40:00,636.4+304.82j,636.4+304.82j,636.4+304.82j
2017-11-03 05:50:00,642.13+302.91j,642.13+302.91j,642.13+302.91j
2017-11-03 06:00:00,647.87+301j,647.87+301j,647.87+301j
2017-11-03 06:10:00,645.86+299.57j,645.86+299.57j,645.86+299.57j
2017-11-03 06:20:00,643.85+298.13j,643.85+298.13j,643.85+298.13j
2017-11-03 06:30:00,642.13+296.7j,642.13+296.7j,642.13+296.7j
2017-11-03 06:40:00,640.13+295.27j,640.13+295.27j,640.13+295.27j
2017-11-03 06:50:00,638.12+293.83j,638.12+293.83j,638.12+293.83j
2017-11-03 07:00:00,636.4+292.4j,636.4+292.4j,636.4+292.4j
2017-11-03 07:10:00,614.33+292.4j,614.33+292.4j,614.33+292.4j
2017-11-03 07:20:00,592.25+292.4j,592.25+292.4j,592.25+292.4j
2017-11-03 07:30:00,570.47+292.4j,570.47+292.4j,570.47+292.4j
2017-11-03 07:40:00,548.39+292.4j,548.39+292.4j,548.39+292.4j
2017-11-03 07:50:00,526.32+292.4j,526.32+292.4j,526.32+292.4j
2017-11-03 08:00:00,504.53+292.4j,504.53+292.4j,504.53+292.4j
2017-11-03 08:10:00,517.72+286.67j,517.72+286.67j,517.72+286.67j
2017-11-03 08:20:00,531.19+280.93j,531.19+280.93j,531.19+280.93j
2017-11-03 08:30:00,544.67+275.2j,544.67+275.2j,544.67+275.2j
2017-11-03 08:40:00,557.85+269.47j,557.85+269.47j,557.85+269.47j
2017-11-03 08:50:00,571.33+263.73j,571.33+263.73j,571.33+263.73j
2017-11-03 09:00:00,584.8+258j,584.8+258j,584.8+258j
2017-11-03 09:10:00,570.75+251.79j,570.75+251.79j,570.75+251.79j
2017-11-03 09:20:00,556.99+245.58j,556.99+245.58j,556.99+245.58j
2017-11-03 09:30:00,543.23+239.37j,543.23+239.37j,543.23+239.37j
2017-11-03 09:40:00,529.19+233.16j,529.19+233.16j,529.19+233.16j
2017-11-03 09:50:00,515.43+226.94j,515.43+226.94j,515.43+226.94j
2017-11-03 10:00:00,501.67+220.73j,501.67+220.73j,501.67+220.73j
2017-11-03 10:10:00,505.97+219.3j,505.97+219.3j,505.97+219.3j
2017-11-03 10:20:00,510.27+217.87j,510.27+217.87j,510.27+217.87j
2017-11-03 10:30:00,514.57+216.43j,514.57+216.43j,514.57+216.43j
2017-11-03 10:40:00,518.87+215j,518.87+215j,518.87+215j
2017-11-03 10:50:00,523.17+213.57j,523.17+213.57j,523.17+213.57j
2017-11-03 11:00:00,527.47+212.13j,527.47+212.13j,527.47+212.13j
2017-11-03 11:10:00,524.89+214.52j,524.89+214.52j,524.89+214.52j
2017-11-03 11:20:00,522.59+216.91j,522.59+216.91j,522.59+216.91j
2017-11-03 11:30:00,520.3+219.3j,520.3+219.3j,520.3+219.3j
2017-11-03 11:40:00,517.72+221.69j,517.72+221.69j,517.72+221.69j
2017-11-03 11:50:00,515.43+224.08j,515.43+224.08j,515.43+224.08j
2017-11-03 12:00:00,513.13+226.47j,513.13+226.47j,513.13+226.47j
2017-11-03 12:10:00,516+225.51j,516+225.51j,516+225.51j
2017-11-03 12:20:00,518.87+224.55j,518.87+224.55j,518.87+224.55j
2017-11-03 12:30:00,521.73+223.6j,521.73+223.6j,521.73+223.6j
2017-11-03 12:40:00,524.6+222.65j,524.6+222.65j,524.6+222.65j
2017-11-03 12:50:00,527.47+221.69j,527.47+221.69j,527.47+221.69j
2017-11-03 13:00:00,530.33+220.73j,530.33+220.73j,530.33+220.73j
2017-11-03 13:10:00,542.66+222.17j,542.66+222.17j,542.66+222.17j
