#imPSTamp,P_Out
2017-11-09 06:50:00,0
2017-11-09 07:00:00,0
2017-11-09 07:10:00,0
2017-11-09 07:20:00,0
2017-11-09 07:30:00,1000
2017-11-09 07:40:00,1800
2017-11-09 07:50:00,4200
2017-11-09 08:00:00,7100
2017-11-09 08:10:00,16500
2017-11-09 08:20:00,20000
2017-11-09 08:30:00,30900
2017-11-09 08:40:00,20300
2017-11-09 08:50:00,18900
2017-11-09 09:00:00,20300
2017-11-09 09:10:00,41100
2017-11-09 09:20:00,55700
2017-11-09 09:30:00,55600
2017-11-09 09:40:00,34800
2017-11-09 09:50:00,53600
2017-11-09 10:00:00,47600
2017-11-09 10:10:00,59900
2017-11-09 10:20:00,64800
2017-11-09 10:30:00,67500
2017-11-09 10:40:00,70000
2017-11-09 10:50:00,72100
2017-11-09 11:00:00,74700
2017-11-09 11:10:00,77100
2017-11-09 11:20:00,79800
2017-11-09 11:30:00,72100
2017-11-09 11:40:00,72300
2017-11-09 11:50:00,92700
2017-11-09 12:00:00,94000
2017-11-09 12:10:00,38300
2017-11-09 12:20:00,47600
2017-11-09 12:30:00,87200
2017-11-09 12:40:00,59000
2017-11-09 12:50:00,84900
2017-11-09 13:00:00,84400
2017-11-09 13:10:00,84000
2017-11-09 13:20:00,84500
2017-11-09 13:30:00,82600
2017-11-09 13:40:00,84500
2017-11-09 13:50:00,78300
2017-11-09 14:00:00,82400
2017-11-09 14:10:00,41000
2017-11-09 14:20:00,75000
2017-11-09 14:30:00,73900
2017-11-09 14:40:00,58000
2017-11-09 14:50:00,68600
2017-11-09 15:00:00,65500
2017-11-09 15:10:00,62300
2017-11-09 15:20:00,47000
2017-11-09 15:30:00,62000
2017-11-09 15:40:00,54000
2017-11-09 15:50:00,48200
2017-11-09 16:00:00,17200
2017-11-09 16:10:00,18400
2017-11-09 16:20:00,15800
2017-11-09 16:30:00,15500
2017-11-09 16:40:00,12500
2017-11-09 16:50:00,20100
2017-11-09 17:00:00,20100
2017-11-09 17:10:00,15000
2017-11-09 17:20:00,6900
2017-11-09 17:30:00,3900
2017-11-09 17:40:00,1600
2017-11-09 17:50:00,0
2017-11-09 18:00:00,0
2017-11-09 18:10:00,0
2017-11-09 18:20:00,0
2017-11-09 18:30:00,0
2017-11-09 18:40:00,0
2017-11-09 18:50:00,0
2017-11-09 19:00:00,0
2017-11-09 19:10:00,0
2017-11-09 19:20:00,0
2017-11-09 19:30:00,0
2017-11-09 19:40:00,0
2017-11-09 19:50:00,0
2017-11-09 20:00:00,0
2017-11-09 20:10:00,0
2017-11-09 20:20:00,0
2017-11-09 20:30:00,0
2017-11-09 20:40:00,0
2017-11-09 20:50:00,0
2017-11-09 21:00:00,0
2017-11-09 21:10:00,0
2017-11-09 21:20:00,0
2017-11-09 21:30:00,0
2017-11-09 21:40:00,0
2017-11-09 21:50:00,0
2017-11-09 22:00:00,0
2017-11-09 22:10:00,0
2017-11-09 22:20:00,0
2017-11-09 22:30:00,0
2017-11-09 22:40:00,0
2017-11-09 22:50:00,0
2017-11-09 23:00:00,0
2017-11-09 23:10:00,0
2017-11-09 23:20:00,0
2017-11-09 23:30:00,0
2017-11-09 23:40:00,0
