#timPSTamp,	constant_power_A,constant_power_C
2017-11-03 00:00:00,190.26+80.5j,190.26+80.5j
2017-11-03 00:10:00,186.06+79.57j,186.06+79.57j
2017-11-03 00:20:00,181.86+78.63j,181.86+78.63j
2017-11-03 00:30:00,177.73+77.7j,177.73+77.7j
2017-11-03 00:40:00,173.53+76.77j,173.53+76.77j
2017-11-03 00:50:00,169.33+75.83j,169.33+75.83j
2017-11-03 01:00:00,165.2+74.9j,165.2+74.9j
2017-11-03 01:10:00,162.96+74.78j,162.96+74.78j
2017-11-03 01:20:00,160.72+74.67j,160.72+74.67j
2017-11-03 01:30:00,158.55+74.55j,158.55+74.55j
2017-11-03 01:40:00,156.31+74.43j,156.31+74.43j
2017-11-03 01:50:00,154.07+74.32j,154.07+74.32j
2017-11-03 02:00:00,151.9+74.2j,151.9+74.2j
2017-11-03 02:10:00,151.06+74.55j,151.06+74.55j
2017-11-03 02:20:00,150.22+74.9j,150.22+74.9j
2017-11-03 02:30:00,149.45+75.25j,149.45+75.25j
2017-11-03 02:40:00,148.61+75.6j,148.61+75.6j
2017-11-03 02:50:00,147.77+75.95j,147.77+75.95j
2017-11-03 03:00:00,147+76.3j,147+76.3j
2017-11-03 03:10:00,147.63+76.53j,147.63+76.53j
2017-11-03 03:20:00,148.4+76.77j,148.4+76.77j
2017-11-03 03:30:00,149.1+77j,149.1+77j
2017-11-03 03:40:00,149.73+77.23j,149.73+77.23j
2017-11-03 03:50:00,150.5+77.47j,150.5+77.47j
2017-11-03 04:00:00,151.2+77.7j,151.2+77.7j
2017-11-03 04:10:00,150.92+77.47j,150.92+77.47j
2017-11-03 04:20:00,150.71+77.23j,150.71+77.23j
2017-11-03 04:30:00,150.5+77j,150.5+77j
2017-11-03 04:40:00,150.22+76.77j,150.22+76.77j
2017-11-03 04:50:00,150.01+76.53j,150.01+76.53j
2017-11-03 05:00:00,149.8+76.3j,149.8+76.3j
2017-11-03 05:10:00,151.2+75.83j,151.2+75.83j
2017-11-03 05:20:00,152.6+75.37j,152.6+75.37j
2017-11-03 05:30:00,154+74.9j,154+74.9j
2017-11-03 05:40:00,155.4+74.43j,155.4+74.43j
2017-11-03 05:50:00,156.8+73.97j,156.8+73.97j
2017-11-03 06:00:00,158.2+73.5j,158.2+73.5j
2017-11-03 06:10:00,157.71+73.15j,157.71+73.15j
2017-11-03 06:20:00,157.22+72.8j,157.22+72.8j
2017-11-03 06:30:00,156.8+72.45j,156.8+72.45j
2017-11-03 06:40:00,156.31+72.1j,156.31+72.1j
2017-11-03 06:50:00,155.82+71.75j,155.82+71.75j
2017-11-03 07:00:00,155.4+71.4j,155.4+71.4j
2017-11-03 07:10:00,150.01+71.4j,150.01+71.4j
2017-11-03 07:20:00,144.62+71.4j,144.62+71.4j
2017-11-03 07:30:00,139.3+71.4j,139.3+71.4j
2017-11-03 07:40:00,133.91+71.4j,133.91+71.4j
2017-11-03 07:50:00,128.52+71.4j,128.52+71.4j
2017-11-03 08:00:00,123.2+71.4j,123.2+71.4j
2017-11-03 08:10:00,126.42+70j,126.42+70j
2017-11-03 08:20:00,129.71+68.6j,129.71+68.6j
2017-11-03 08:30:00,133+67.2j,133+67.2j
2017-11-03 08:40:00,136.22+65.8j,136.22+65.8j
2017-11-03 08:50:00,139.51+64.4j,139.51+64.4j
2017-11-03 09:00:00,142.8+63j,142.8+63j
2017-11-03 09:10:00,139.37+61.48j,139.37+61.48j
2017-11-03 09:20:00,136.01+59.97j,136.01+59.97j
