#timPSTamp,	constant_power_A,constant_power_C
2017-11-03 00:00:00,502.83+212.75j,502.83+212.75j
2017-11-03 00:10:00,491.73+210.28j,491.73+210.28j
2017-11-03 00:20:00,480.63+207.82j,480.63+207.82j
2017-11-03 00:30:00,469.72+205.35j,469.72+205.35j
2017-11-03 00:40:00,458.62+202.88j,458.62+202.88j
2017-11-03 00:50:00,447.52+200.42j,447.52+200.42j
2017-11-03 01:00:00,436.6+197.95j,436.6+197.95j
2017-11-03 01:10:00,430.68+197.64j,430.68+197.64j
2017-11-03 01:20:00,424.76+197.33j,424.76+197.33j
2017-11-03 01:30:00,419.03+197.03j,419.03+197.03j
2017-11-03 01:40:00,413.11+196.72j,413.11+196.72j
2017-11-03 01:50:00,407.19+196.41j,407.19+196.41j
2017-11-03 02:00:00,401.45+196.1j,401.45+196.1j
2017-11-03 02:10:00,399.23+197.03j,399.23+197.03j
2017-11-03 02:20:00,397.01+197.95j,397.01+197.95j
2017-11-03 02:30:00,394.98+198.88j,394.98+198.88j
2017-11-03 02:40:00,392.76+199.8j,392.76+199.8j
2017-11-03 02:50:00,390.54+200.73j,390.54+200.73j
2017-11-03 03:00:00,388.5+201.65j,388.5+201.65j
2017-11-03 03:10:00,390.17+202.27j,390.17+202.27j
2017-11-03 03:20:00,392.2+202.88j,392.2+202.88j
2017-11-03 03:30:00,394.05+203.5j,394.05+203.5j
2017-11-03 03:40:00,395.72+204.12j,395.72+204.12j
2017-11-03 03:50:00,397.75+204.73j,397.75+204.73j
2017-11-03 04:00:00,399.6+205.35j,399.6+205.35j
2017-11-03 04:10:00,398.86+204.73j,398.86+204.73j
2017-11-03 04:20:00,398.31+204.12j,398.31+204.12j
2017-11-03 04:30:00,397.75+203.5j,397.75+203.5j
2017-11-03 04:40:00,397.01+202.88j,397.01+202.88j
2017-11-03 04:50:00,396.46+202.27j,396.46+202.27j
2017-11-03 05:00:00,395.9+201.65j,395.9+201.65j
2017-11-03 05:10:00,399.6+200.42j,399.6+200.42j
2017-11-03 05:20:00,403.3+199.18j,403.3+199.18j
2017-11-03 05:30:00,407+197.95j,407+197.95j
2017-11-03 05:40:00,410.7+196.72j,410.7+196.72j
2017-11-03 05:50:00,414.4+195.48j,414.4+195.48j
2017-11-03 06:00:00,418.1+194.25j,418.1+194.25j
2017-11-03 06:10:00,416.81+193.33j,416.81+193.33j
2017-11-03 06:20:00,415.51+192.4j,415.51+192.4j
2017-11-03 06:30:00,414.4+191.48j,414.4+191.48j
