#timPSTamp,	constant_power_A,constant_power_C
2017-11-03 00:00:00,788.22+333.5j,788.22+333.5j
2017-11-03 00:10:00,770.82+329.63j,770.82+329.63j
2017-11-03 00:20:00,753.42+325.77j,753.42+325.77j
2017-11-03 00:30:00,736.31+321.9j,736.31+321.9j
2017-11-03 00:40:00,718.91+318.03j,718.91+318.03j
2017-11-03 00:50:00,701.51+314.17j,701.51+314.17j
2017-11-03 01:00:00,684.4+310.3j,684.4+310.3j
2017-11-03 01:10:00,675.12+309.82j,675.12+309.82j
2017-11-03 01:20:00,665.84+309.33j,665.84+309.33j
2017-11-03 01:30:00,656.85+308.85j,656.85+308.85j
2017-11-03 01:40:00,647.57+308.37j,647.57+308.37j
2017-11-03 01:50:00,638.29+307.88j,638.29+307.88j
2017-11-03 02:00:00,629.3+307.4j,629.3+307.4j
2017-11-03 02:10:00,625.82+308.85j,625.82+308.85j
2017-11-03 02:20:00,622.34+310.3j,622.34+310.3j
2017-11-03 02:30:00,619.15+311.75j,619.15+311.75j
2017-11-03 02:40:00,615.67+313.2j,615.67+313.2j
2017-11-03 02:50:00,612.19+314.65j,612.19+314.65j
2017-11-03 03:00:00,609+316.1j,609+316.1j
2017-11-03 03:10:00,611.61+317.07j,611.61+317.07j
2017-11-03 03:20:00,614.8+318.03j,614.8+318.03j
2017-11-03 03:30:00,617.7+319j,617.7+319j
2017-11-03 03:40:00,620.31+319.97j,620.31+319.97j
2017-11-03 03:50:00,623.5+320.93j,623.5+320.93j
2017-11-03 04:00:00,626.4+321.9j,626.4+321.9j
2017-11-03 04:10:00,625.24+320.93j,625.24+320.93j
2017-11-03 04:20:00,624.37+319.97j,624.37+319.97j
2017-11-03 04:30:00,623.5+319j,623.5+319j
2017-11-03 04:40:00,622.34+318.03j,622.34+318.03j
2017-11-03 04:50:00,621.47+317.07j,621.47+317.07j
2017-11-03 05:00:00,620.6+316.1j,620.6+316.1j
2017-11-03 05:10:00,626.4+314.17j,626.4+314.17j
2017-11-03 05:20:00,632.2+312.23j,632.2+312.23j
2017-11-03 05:30:00,638+310.3j,638+310.3j
2017-11-03 05:40:00,643.8+308.37j,643.8+308.37j
2017-11-03 05:50:00,649.6+306.43j,649.6+306.43j
2017-11-03 06:00:00,655.4+304.5j,655.4+304.5j
2017-11-03 06:10:00,653.37+303.05j,653.37+303.05j
2017-11-03 06:20:00,651.34+301.6j,651.34+301.6j
2017-11-03 06:30:00,649.6+300.15j,649.6+300.15j
2017-11-03 06:40:00,647.57+298.7j,647.57+298.7j
2017-11-03 06:50:00,645.54+297.25j,645.54+297.25j
2017-11-03 07:00:00,643.8+295.8j,643.8+295.8j
2017-11-03 07:10:00,621.47+295.8j,621.47+295.8j
2017-11-03 07:20:00,599.14+295.8j,599.14+295.8j
2017-11-03 07:30:00,577.1+295.8j,577.1+295.8j
2017-11-03 07:40:00,554.77+295.8j,554.77+295.8j
2017-11-03 07:50:00,532.44+295.8j,532.44+295.8j
2017-11-03 08:00:00,510.4+295.8j,510.4+295.8j
2017-11-03 08:10:00,523.74+290j,523.74+290j
2017-11-03 08:20:00,537.37+284.2j,537.37+284.2j
2017-11-03 08:30:00,551+278.4j,551+278.4j
2017-11-03 08:40:00,564.34+272.6j,564.34+272.6j
2017-11-03 08:50:00,577.97+266.8j,577.97+266.8j
2017-11-03 09:00:00,591.6+261j,591.6+261j
2017-11-03 09:10:00,577.39+254.72j,577.39+254.72j
2017-11-03 09:20:00,563.47+248.43j,563.47+248.43j
2017-11-03 09:30:00,549.55+242.15j,549.55+242.15j
2017-11-03 09:40:00,535.34+235.87j,535.34+235.87j
2017-11-03 09:50:00,521.42+229.58j,521.42+229.58j
2017-11-03 10:00:00,507.5+223.3j,507.5+223.3j
2017-11-03 10:10:00,511.85+221.85j,511.85+221.85j
2017-11-03 10:20:00,516.2+220.4j,516.2+220.4j
2017-11-03 10:30:00,520.55+218.95j,520.55+218.95j
2017-11-03 10:40:00,524.9+217.5j,524.9+217.5j
2017-11-03 10:50:00,529.25+216.05j,529.25+216.05j
2017-11-03 11:00:00,533.6+214.6j,533.6+214.6j
2017-11-03 11:10:00,530.99+217.02j,530.99+217.02j
2017-11-03 11:20:00,528.67+219.43j,528.67+219.43j
2017-11-03 11:30:00,526.35+221.85j,526.35+221.85j
2017-11-03 11:40:00,523.74+224.27j,523.74+224.27j
2017-11-03 11:50:00,521.42+226.68j,521.42+226.68j
2017-11-03 12:00:00,519.1+229.1j,519.1+229.1j
2017-11-03 12:10:00,522+228.13j,522+228.13j
2017-11-03 12:20:00,524.9+227.17j,524.9+227.17j
2017-11-03 12:30:00,527.8+226.2j,527.8+226.2j
2017-11-03 12:40:00,530.7+225.23j,530.7+225.23j
2017-11-03 12:50:00,533.6+224.27j,533.6+224.27j
2017-11-03 13:00:00,536.5+223.3j,536.5+223.3j
2017-11-03 13:10:00,548.97+224.75j,548.97+224.75j
2017-11-03 13:20:00,561.44+226.2j,561.44+226.2j
2017-11-03 13:30:00,574.2+227.65j,574.2+227.65j
2017-11-03 13:40:00,586.67+229.1j,586.67+229.1j
2017-11-03 13:50:00,599.14+230.55j,599.14+230.55j
2017-11-03 14:00:00,611.9+232j,611.9+232j
2017-11-03 14:10:00,611.32+230.07j,611.32+230.07j
2017-11-03 14:20:00,610.74+228.13j,610.74+228.13j
2017-11-03 14:30:00,610.45+226.2j,610.45+226.2j
2017-11-03 14:40:00,609.87+224.27j,609.87+224.27j
2017-11-03 14:50:00,609.29+222.33j,609.29+222.33j
2017-11-03 15:00:00,609+220.4j,609+220.4j
2017-11-03 15:10:00,609.87+223.78j,609.87+223.78j
2017-11-03 15:20:00,610.74+227.17j,610.74+227.17j
2017-11-03 15:30:00,611.9+230.55j,611.9+230.55j
2017-11-03 15:40:00,612.77+233.93j,612.77+233.93j
2017-11-03 15:50:00,613.64+237.32j,613.64+237.32j
2017-11-03 16:00:00,614.8+240.7j,614.8+240.7j
2017-11-03 16:10:00,623.79+240.7j,623.79+240.7j
