tempo,potencia_ativa_carga,potencia_reativa_carga,potencia_PV,custo_energia
998,334.3,124,0,0.47
999,333,124,0,0.47
1000,331.6,124,0,0.47
1001,330.3,124,0,0.47
1002,329,124,0,0.47
1003,321.3,125.166,0,0.47
1004,313.6,126.334,0,0.47
1005,306,127.5,0,0.47
1006,298.3,128.663,0,0.47
1007,290.6,129.837,0,0.47
1008,283,131,0,0.47
1009,278,129.337,0,0.47
1010,272.9,127.663,0,0.47
1011,268,126,0,0.47
1012,263,124.334,0,0.47
1013,257.9,122.666,0,0.47
1014,253,121,0,0.47
1015,249.9,120.833,0,0.47
1016,247,120.667,0,0.47
1017,244,120.5,0,0.47
1018,240.9,120.333,0,0.47
1019,238,120.167,0,0.47
1020,235,120,0,0.47
1021,234.6,119.666,0,0.47
1022,234.3,119.334,0,0.47
1023,234,119,0,0.47
1024,233.6,118.666,0,0.47
1025,233.3,118.334,0,0.47
1026,233,118,0,0.47
1027,233.1,118.667,0,0.47
1028,233.3,119.333,0,0.47
1029,233.5,120,0,0.47
1030,233.6,120.667,0,0.47
1031,233.8,121.333,0,0.47
1032,234,122,0,0.47
1033,233.5,122.5,0,0.47
1034,232.9,123,0,0.47
1035,232.5,123.5,0,0.47
1036,232,124,0,0.47
1037,231.4,124.5,0,0.47
1038,231,125,0,0.47
1039,231.5,124.5,0,0.47
1040,232,124,0,0.47
1041,232.5,123.5,0,0.47
1042,233,123,0,0.47
1043,233.5,122.5,0,0.47
1044,234,122,0,0.47
1045,233.6,119,0,0.47
1046,233.3,116,0,0.47
1047,233,113,0,0.47
1048,232.6,110,0,0.47
1049,232.3,107,0,0.47
1050,232,104,0,0.47
1051,221.9,102.333,0,0.47
1052,212,100.667,0,0.47
1053,202,99,1,0.47
1054,191.9,97.333,1.8,0.47
1055,182,95.667,4.2,0.47
1056,172,94,7.1,0.47
1057,172.6,93.5,16.5,0.47
1058,173.3,93,20,0.47
1059,174,92.5,30.9,0.47
1060,174.6,92,20.3,0.47
1061,175.3,91.5,18.9,0.47
1062,176,91,20.3,0.47
1063,177.1,92.5,41.1,0.47
1064,178.3,94,55.7,0.47
1065,179.5,95.5,55.6,0.47
1066,180.6,97,34.8,0.47
1067,181.8,98.5,53.6,0.47
1068,183,100,47.6,0.47
1069,187,102,59.9,0.47
1070,190.9,104,64.8,0.47
1071,195,106,67.5,0.47
1072,199,108,70,0.47
1073,202.9,110,72.1,0.47
1074,207,112,74.7,0.47
1075,209,116.167,77.1,0.47
1076,211,120.333,79.8,0.47
1077,213,124.5,72.1,0.47
1078,215,128.67,72.3,0.47
1079,217,132.83,92.7,0.47
1080,219,137,94,0.47
1081,213.6,136.663,38.3,0.47
1082,208.3,136.337,47.6,0.47
1083,203,136,87.2,0.47
1084,197.6,135.663,59,0.47
1085,192.3,135.337,84.9,0.47
1086,187,135,84.4,0.47
1087,186.8,134.997,84,0.47
1088,186.6,135.003,84.5,0.47
1089,186.5,135,82.6,0.47
1090,186.3,134.997,84.5,0.47
1091,186.1,135.003,78.3,0.47
1092,186,135,82.4,0.47
1093,186.8,135.663,41,0.47
1094,187.6,136.337,75,0.47
1095,188.5,137,73.9,0.47
1096,189.3,137.663,58,0.47
1097,190.1,138.337,68.6,0.47
1098,191,139,65.5,0.47
1099,192.3,139.497,62.3,0.47
1100,193.6,140.003,47,0.47
1101,195,140.5,62,0.47
1102,196.3,140.997,54,0.47
1103,197.6,141.503,48.2,0.47
1104,199,142,17.2,0.47
1105,204.6,142.17,18.4,0.47
1106,210.3,142.33,15.8,0.47
1107,216,142.5,15.5,0.47
1108,221.6,142.67,12.5,0.47
1109,227.3,142.83,20.1,0.47
1110,233,143,20.1,0.65
1111,228.1,142.33,15,0.65
1112,223.3,141.67,6.9,0.65
1113,218.5,141,3.9,0.65
1114,213.6,140.33,1.6,0.65
1115,208.8,139.67,0,0.65
1116,204,139,0,1
1117,207.8,139.833,0,1
1118,211.6,140.667,0,1
1119,215.5,141.5,0,1
1120,219.3,142.333,0,1
1121,223.1,143.167,0,1
1122,227,144,0,1
1123,232.8,145,0,1
1124,238.6,146,0,1
1125,244.5,147,0,1
1126,250.3,148,0,1
1127,256.1,149,0,1
1128,262,150,0,1
1129,286.5,153.333,0,1
1130,310.9,156.667,0,1
1131,335.5,160,0,1
1132,360,163.333,0,1
1133,384.4,166.667,0,1
1134,409,170,0,0.65
1135,404.5,169.337,0,0.65
1136,400,168.663,0,0.65
1137,395.5,168,0,0.65
1138,390.9,167.337,0,0.65
1139,386.5,166.663,0,0.65
1140,382,166,0,0.47
1141,375.8,166.33,0,0.47
1142,369.6,166.67,0,0.47
1143,363.5,167,0,0.47
1144,357.3,167.33,0,0.47
1145,351.1,167.67,0,0.47
1146,345,168,0,0.47
1147,336.3,167.003,0,0.47
1148,327.6,165.997,0,0.47
1149,319,165,0,0.47
1150,310.3,164.003,0,0.47
1151,301.6,162.997,0,0.47
