p_pv
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.1
0.44
0.25
1.05
1.5
1.94
2.32
2.35
3.08
3.45
3.77
4.14
4.44
4.71
4.98
5.22
5.43
5.6
5.73
5.85
5.92
5.97
5.99
5.99
5.95
5.89
5.79
5.33
5.2
5.19
4.9
4.8
4.62
4.32
4.01
3.67
3.3
2.96
2.58
2.19
1.79
1.39
0.99
0.59
0.1
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
