#timPSTamp,	constant_power_A,constant_power_C
2017-10-18 00:00:00,852.6+432.1j,852.6+432.1j
2017-10-18 00:10:00,841.29+430.16j,841.29+430.16j
2017-10-18 00:20:00,830.27+428.24j,830.27+428.24j
2017-10-18 00:30:00,819.25+426.3j,819.25+426.3j
2017-10-18 00:40:00,807.94+424.36j,807.94+424.36j
2017-10-18 00:50:00,796.92+422.44j,796.92+422.44j
2017-10-18 01:00:00,785.9+420.5j,785.9+420.5j
2017-10-18 01:10:00,778.36+422.91j,778.36+422.91j
2017-10-18 01:20:00,771.4+425.34j,771.4+425.34j
2017-10-18 01:30:00,764.15+427.75j,764.15+427.75j
2017-10-18 01:40:00,756.61+430.16j,756.61+430.16j
2017-10-18 01:50:00,749.65+432.59j,749.65+432.59j
2017-10-18 02:00:00,742.4+435j,742.4+435j
2017-10-18 02:10:00,736.02+435j,736.02+435j
2017-10-18 02:20:00,729.64+435j,729.64+435j
2017-10-18 02:30:00,723.55+435j,723.55+435j
2017-10-18 02:40:00,717.17+435j,717.17+435j
2017-10-18 02:50:00,710.79+435j,710.79+435j
2017-10-18 03:00:00,704.7+435j,704.7+435j
2017-10-18 03:10:00,704.99+434.51j,704.99+434.51j
2017-10-18 03:20:00,705.57+434.04j,705.57+434.04j
2017-10-18 03:30:00,706.15+433.55j,706.15+433.55j
2017-10-18 03:40:00,706.44+433.06j,706.44+433.06j
2017-10-18 03:50:00,707.02+432.59j,707.02+432.59j
2017-10-18 04:00:00,707.6+432.1j,707.6+432.1j
2017-10-18 04:10:00,707.6+432.59j,707.6+432.59j
2017-10-18 04:20:00,707.31+433.06j,707.31+433.06j
2017-10-18 04:30:00,707.6+433.55j,707.6+433.55j
2017-10-18 04:40:00,707.6+434.04j,707.6+434.04j
2017-10-18 04:50:00,707.31+434.51j,707.31+434.51j
2017-10-18 05:00:00,707.6+435j,707.6+435j
2017-10-18 05:10:00,711.37+434.51j,711.37+434.51j
2017-10-18 05:20:00,715.14+434.04j,715.14+434.04j
2017-10-18 05:30:00,719.2+433.55j,719.2+433.55j
2017-10-18 05:40:00,722.97+433.06j,722.97+433.06j
2017-10-18 05:50:00,726.74+432.59j,726.74+432.59j
2017-10-18 06:00:00,730.8+432.1j,730.8+432.1j
2017-10-18 06:10:00,738.05+424.84j,738.05+424.84j
2017-10-18 06:20:00,745.01+417.61j,745.01+417.61j
2017-10-18 06:30:00,752.55+410.35j,752.55+410.35j
2017-10-18 06:40:00,759.8+403.09j,759.8+403.09j
2017-10-18 06:50:00,766.76+395.86j,766.76+395.86j
2017-10-18 07:00:00,774.3+388.6j,774.3+388.6j
2017-10-18 07:10:00,736.89+381.35j,736.89+381.35j
2017-10-18 07:20:00,699.77+374.1j,699.77+374.1j
2017-10-18 07:30:00,662.65+366.85j,662.65+366.85j
2017-10-18 07:40:00,625.24+359.6j,625.24+359.6j
2017-10-18 07:50:00,588.12+352.35j,588.12+352.35j
2017-10-18 08:00:00,551+345.1j,551+345.1j
2017-10-18 08:10:00,561.44+341.23j,561.44+341.23j
2017-10-18 08:20:00,572.17+337.37j,572.17+337.37j
2017-10-18 08:30:00,582.9+333.5j,582.9+333.5j
2017-10-18 08:40:00,593.34+329.63j,593.34+329.63j
2017-10-18 08:50:00,604.07+325.77j,604.07+325.77j
2017-10-18 09:00:00,614.8+321.9j,614.8+321.9j
2017-10-18 09:10:00,607.84+331.08j,607.84+331.08j
2017-10-18 09:20:00,601.17+340.27j,601.17+340.27j
2017-10-18 09:30:00,594.5+349.45j,594.5+349.45j
2017-10-18 09:40:00,587.54+358.63j,587.54+358.63j
2017-10-18 09:50:00,580.87+367.82j,580.87+367.82j
2017-10-18 10:00:00,574.2+377j,574.2+377j
2017-10-18 10:10:00,573.04+374.59j,573.04+374.59j
2017-10-18 10:20:00,572.17+372.17j,572.17+372.17j
2017-10-18 10:30:00,571.3+369.75j,571.3+369.75j
2017-10-18 10:40:00,570.14+367.33j,570.14+367.33j
2017-10-18 10:50:00,569.27+364.92j,569.27+364.92j
2017-10-18 11:00:00,568.4+362.5j,568.4+362.5j
2017-10-18 11:10:00,575.94+366.37j,575.94+366.37j
2017-10-18 11:20:00,583.77+370.23j,583.77+370.23j
2017-10-18 11:30:00,591.6+374.1j,591.6+374.1j
2017-10-18 11:40:00,599.14+377.98j,599.14+377.98j
2017-10-18 11:50:00,606.97+381.82j,606.97+381.82j
2017-10-18 12:00:00,614.8+385.7j,614.8+385.7j
2017-10-18 12:10:00,618.57+413.24j,618.57+413.24j
2017-10-18 12:20:00,622.34+440.81j,622.34+440.81j
2017-10-18 12:30:00,626.4+468.35j,626.4+468.35j
