#timPSTamp,	constant_power_A,constant_power_C
2017-10-18 00:00:00,235.2+119.2j,235.2+119.2j
2017-10-18 00:10:00,232.08+118.66j,232.08+118.66j
2017-10-18 00:20:00,229.04+118.14j,229.04+118.14j
2017-10-18 00:30:00,226+117.6j,226+117.6j
2017-10-18 00:40:00,222.88+117.06j,222.88+117.06j
2017-10-18 00:50:00,219.84+116.54j,219.84+116.54j
2017-10-18 01:00:00,216.8+116j,216.8+116j
2017-10-18 01:10:00,214.72+116.66j,214.72+116.66j
2017-10-18 01:20:00,212.8+117.34j,212.8+117.34j
2017-10-18 01:30:00,210.8+118j,210.8+118j
2017-10-18 01:40:00,208.72+118.66j,208.72+118.66j
2017-10-18 01:50:00,206.8+119.34j,206.8+119.34j
2017-10-18 02:00:00,204.8+120j,204.8+120j
2017-10-18 02:10:00,203.04+120j,203.04+120j
2017-10-18 02:20:00,201.28+120j,201.28+120j
2017-10-18 02:30:00,199.6+120j,199.6+120j
2017-10-18 02:40:00,197.84+120j,197.84+120j
2017-10-18 02:50:00,196.08+120j,196.08+120j
2017-10-18 03:00:00,194.4+120j,194.4+120j
2017-10-18 03:10:00,194.48+119.86j,194.48+119.86j
2017-10-18 03:20:00,194.64+119.74j,194.64+119.74j
2017-10-18 03:30:00,194.8+119.6j,194.8+119.6j
2017-10-18 03:40:00,194.88+119.46j,194.88+119.46j
2017-10-18 03:50:00,195.04+119.34j,195.04+119.34j
2017-10-18 04:00:00,195.2+119.2j,195.2+119.2j
2017-10-18 04:10:00,195.2+119.34j,195.2+119.34j
2017-10-18 04:20:00,195.12+119.46j,195.12+119.46j
2017-10-18 04:30:00,195.2+119.6j,195.2+119.6j
2017-10-18 04:40:00,195.2+119.74j,195.2+119.74j
2017-10-18 04:50:00,195.12+119.86j,195.12+119.86j
2017-10-18 05:00:00,195.2+120j,195.2+120j
2017-10-18 05:10:00,196.24+119.86j,196.24+119.86j
2017-10-18 05:20:00,197.28+119.74j,197.28+119.74j
2017-10-18 05:30:00,198.4+119.6j,198.4+119.6j
2017-10-18 05:40:00,199.44+119.46j,199.44+119.46j
2017-10-18 05:50:00,200.48+119.34j,200.48+119.34j
2017-10-18 06:00:00,201.6+119.2j,201.6+119.2j
2017-10-18 06:10:00,203.6+117.2j,203.6+117.2j
2017-10-18 06:20:00,205.52+115.2j,205.52+115.2j
2017-10-18 06:30:00,207.6+113.2j,207.6+113.2j
2017-10-18 06:40:00,209.6+111.2j,209.6+111.2j
2017-10-18 06:50:00,211.52+109.2j,211.52+109.2j
2017-10-18 07:00:00,213.6+107.2j,213.6+107.2j
2017-10-18 07:10:00,203.28+105.2j,203.28+105.2j
2017-10-18 07:20:00,193.04+103.2j,193.04+103.2j
2017-10-18 07:30:00,182.8+101.2j,182.8+101.2j
2017-10-18 07:40:00,172.48+99.2j,172.48+99.2j
2017-10-18 07:50:00,162.24+97.2j,162.24+97.2j
2017-10-18 08:00:00,152+95.2j,152+95.2j
2017-10-18 08:10:00,154.88+94.13j,154.88+94.13j
2017-10-18 08:20:00,157.84+93.07j,157.84+93.07j
2017-10-18 08:30:00,160.8+92j,160.8+92j
2017-10-18 08:40:00,163.68+90.93j,163.68+90.93j
2017-10-18 08:50:00,166.64+89.87j,166.64+89.87j
2017-10-18 09:00:00,169.6+88.8j,169.6+88.8j
2017-10-18 09:10:00,167.68+91.33j,167.68+91.33j
2017-10-18 09:20:00,165.84+93.87j,165.84+93.87j
2017-10-18 09:30:00,164+96.4j,164+96.4j
2017-10-18 09:40:00,162.08+98.93j,162.08+98.93j
2017-10-18 09:50:00,160.24+101.47j,160.24+101.47j
2017-10-18 10:00:00,158.4+104j,158.4+104j
2017-10-18 10:10:00,158.08+103.34j,158.08+103.34j
2017-10-18 10:20:00,157.84+102.67j,157.84+102.67j
2017-10-18 10:30:00,157.6+102j,157.6+102j
2017-10-18 10:40:00,157.28+101.33j,157.28+101.33j
2017-10-18 10:50:00,157.04+100.67j,157.04+100.67j
2017-10-18 11:00:00,156.8+100j,156.8+100j
2017-10-18 11:10:00,158.88+101.07j,158.88+101.07j
2017-10-18 11:20:00,161.04+102.13j,161.04+102.13j
