#timPSTamp,	constant_power_A,constant_power_C
2017-10-18 00:00:00,602.7+305.45j,602.7+305.45j
2017-10-18 00:10:00,594.71+304.08j,594.71+304.08j
2017-10-18 00:20:00,586.92+302.72j,586.92+302.72j
2017-10-18 00:30:00,579.13+301.35j,579.13+301.35j
2017-10-18 00:40:00,571.13+299.98j,571.13+299.98j
2017-10-18 00:50:00,563.34+298.62j,563.34+298.62j
2017-10-18 01:00:00,555.55+297.25j,555.55+297.25j
2017-10-18 01:10:00,550.22+298.95j,550.22+298.95j
2017-10-18 01:20:00,545.3+300.67j,545.3+300.67j
2017-10-18 01:30:00,540.18+302.38j,540.18+302.38j
2017-10-18 01:40:00,534.85+304.08j,534.85+304.08j
2017-10-18 01:50:00,529.93+305.8j,529.93+305.8j
2017-10-18 02:00:00,524.8+307.5j,524.8+307.5j
2017-10-18 02:10:00,520.29+307.5j,520.29+307.5j
2017-10-18 02:20:00,515.78+307.5j,515.78+307.5j
2017-10-18 02:30:00,511.48+307.5j,511.48+307.5j
2017-10-18 02:40:00,506.97+307.5j,506.97+307.5j
2017-10-18 02:50:00,502.46+307.5j,502.46+307.5j
2017-10-18 03:00:00,498.15+307.5j,498.15+307.5j
2017-10-18 03:10:00,498.36+307.15j,498.36+307.15j
2017-10-18 03:20:00,498.77+306.82j,498.77+306.82j
2017-10-18 03:30:00,499.18+306.48j,499.18+306.48j
2017-10-18 03:40:00,499.38+306.13j,499.38+306.13j
2017-10-18 03:50:00,499.79+305.8j,499.79+305.8j
2017-10-18 04:00:00,500.2+305.45j,500.2+305.45j
2017-10-18 04:10:00,500.2+305.8j,500.2+305.8j
2017-10-18 04:20:00,500+306.13j,500+306.13j
2017-10-18 04:30:00,500.2+306.48j,500.2+306.48j
2017-10-18 04:40:00,500.2+306.82j,500.2+306.82j
2017-10-18 04:50:00,500+307.15j,500+307.15j
2017-10-18 05:00:00,500.2+307.5j,500.2+307.5j
2017-10-18 05:10:00,502.87+307.15j,502.87+307.15j
2017-10-18 05:20:00,505.53+306.82j,505.53+306.82j
2017-10-18 05:30:00,508.4+306.48j,508.4+306.48j
2017-10-18 05:40:00,511.07+306.13j,511.07+306.13j
2017-10-18 05:50:00,513.73+305.8j,513.73+305.8j
2017-10-18 06:00:00,516.6+305.45j,516.6+305.45j
2017-10-18 06:10:00,521.73+300.32j,521.73+300.32j
2017-10-18 06:20:00,526.65+295.21j,526.65+295.21j
2017-10-18 06:30:00,531.98+290.08j,531.98+290.08j
2017-10-18 06:40:00,537.1+284.94j,537.1+284.94j
2017-10-18 06:50:00,542.02+279.83j,542.02+279.83j
2017-10-18 07:00:00,547.35+274.7j,547.35+274.7j
2017-10-18 07:10:00,520.91+269.58j,520.91+269.58j
2017-10-18 07:20:00,494.67+264.45j,494.67+264.45j
2017-10-18 07:30:00,468.43+259.33j,468.43+259.33j
2017-10-18 07:40:00,441.98+254.2j,441.98+254.2j
2017-10-18 07:50:00,415.74+249.08j,415.74+249.08j
2017-10-18 08:00:00,389.5+243.95j,389.5+243.95j
2017-10-18 08:10:00,396.88+241.22j,396.88+241.22j
2017-10-18 08:20:00,404.47+238.48j,404.47+238.48j
2017-10-18 08:30:00,412.05+235.75j,412.05+235.75j
2017-10-18 08:40:00,419.43+233.02j,419.43+233.02j
2017-10-18 08:50:00,427.02+230.28j,427.02+230.28j
2017-10-18 09:00:00,434.6+227.55j,434.6+227.55j
2017-10-18 09:10:00,429.68+234.04j,429.68+234.04j
2017-10-18 09:20:00,424.97+240.53j,424.97+240.53j
2017-10-18 09:30:00,420.25+247.03j,420.25+247.03j
2017-10-18 09:40:00,415.33+253.52j,415.33+253.52j
2017-10-18 09:50:00,410.62+260.01j,410.62+260.01j
2017-10-18 10:00:00,405.9+266.5j,405.9+266.5j
2017-10-18 10:10:00,405.08+264.8j,405.08+264.8j
2017-10-18 10:20:00,404.47+263.08j,404.47+263.08j
2017-10-18 10:30:00,403.85+261.38j,403.85+261.38j
2017-10-18 10:40:00,403.03+259.67j,403.03+259.67j
2017-10-18 10:50:00,402.42+257.96j,402.42+257.96j
2017-10-18 11:00:00,401.8+256.25j,401.8+256.25j
2017-10-18 11:10:00,407.13+258.98j,407.13+258.98j
2017-10-18 11:20:00,412.67+261.72j,412.67+261.72j
2017-10-18 11:30:00,418.2+264.45j,418.2+264.45j
2017-10-18 11:40:00,423.53+267.19j,423.53+267.19j
2017-10-18 11:50:00,429.07+269.91j,429.07+269.91j
2017-10-18 12:00:00,434.6+272.65j,434.6+272.65j
2017-10-18 12:10:00,437.27+292.12j,437.27+292.12j
2017-10-18 12:20:00,439.93+311.61j,439.93+311.61j
2017-10-18 12:30:00,442.8+331.08j,442.8+331.08j
2017-10-18 12:40:00,445.47+350.54j,445.47+350.54j
2017-10-18 12:50:00,448.13+370.03j,448.13+370.03j
2017-10-18 13:00:00,451+389.5j,451+389.5j
2017-10-18 13:10:00,449.16+378.92j,449.16+378.92j
2017-10-18 13:20:00,447.52+368.31j,447.52+368.31j
2017-10-18 13:30:00,445.88+357.73j,445.88+357.73j
2017-10-18 13:40:00,444.03+347.14j,444.03+347.14j
2017-10-18 13:50:00,442.39+336.53j,442.39+336.53j
2017-10-18 14:00:00,440.75+325.95j,440.75+325.95j
2017-10-18 14:10:00,439.32+336.21j,439.32+336.21j
2017-10-18 14:20:00,437.88+346.44j,437.88+346.44j
2017-10-18 14:30:00,436.65+356.7j,436.65+356.7j
2017-10-18 14:40:00,435.22+366.96j,435.22+366.96j
2017-10-18 14:50:00,433.78+377.19j,433.78+377.19j
2017-10-18 15:00:00,432.55+387.45j,432.55+387.45j
2017-10-18 15:10:00,440.34+384.72j,440.34+384.72j
2017-10-18 15:20:00,448.13+381.98j,448.13+381.98j
2017-10-18 15:30:00,456.13+379.25j,456.13+379.25j
2017-10-18 15:40:00,463.92+376.52j,463.92+376.52j
2017-10-18 15:50:00,471.71+373.78j,471.71+373.78j
2017-10-18 16:00:00,479.7+371.05j,479.7+371.05j
2017-10-18 16:10:00,486.06+372.07j,486.06+372.07j
2017-10-18 16:20:00,492.62+373.11j,492.62+373.11j
2017-10-18 16:30:00,499.18+374.13j,499.18+374.13j
2017-10-18 16:40:00,505.53+375.14j,505.53+375.14j
2017-10-18 16:50:00,512.09+376.18j,512.09+376.18j
2017-10-18 17:00:00,518.65+377.2j,518.65+377.2j
2017-10-18 17:10:00,511.07+375.84j,511.07+375.84j
2017-10-18 17:20:00,503.48+374.46j,503.48+374.46j
2017-10-18 17:30:00,496.1+373.1j,496.1+373.1j
2017-10-18 17:40:00,488.52+371.74j,488.52+371.74j
2017-10-18 17:50:00,480.93+370.36j,480.93+370.36j
2017-10-18 18:00:00,473.55+369j,473.55+369j
2017-10-18 18:10:00,477.65+368.66j,477.65+368.66j
2017-10-18 18:20:00,481.75+368.32j,481.75+368.32j
2017-10-18 18:30:00,485.85+367.98j,485.85+367.98j
2017-10-18 18:40:00,489.95+367.63j,489.95+367.63j
2017-10-18 18:50:00,494.05+367.29j,494.05+367.29j
2017-10-18 19:00:00,498.15+366.95j,498.15+366.95j
2017-10-18 19:10:00,520.5+370.37j,520.5+370.37j
2017-10-18 19:20:00,543.25+373.78j,543.25+373.78j
2017-10-18 19:30:00,565.8+377.2j,565.8+377.2j
2017-10-18 19:40:00,588.15+380.62j,588.15+380.62j
2017-10-18 19:50:00,610.9+384.03j,610.9+384.03j
2017-10-18 20:00:00,633.45+387.45j,633.45+387.45j
2017-10-18 20:10:00,673.02+388.48j,673.02+388.48j
2017-10-18 20:20:00,712.58+389.49j,712.58+389.49j
2017-10-18 20:30:00,752.35+390.53j,752.35+390.53j
2017-10-18 20:40:00,791.92+391.56j,791.92+391.56j
2017-10-18 20:50:00,831.48+392.57j,831.48+392.57j
2017-10-18 21:00:00,871.25+393.6j,871.25+393.6j
2017-10-18 21:10:00,859.57+394.28j,859.57+394.28j
2017-10-18 21:20:00,847.88+394.97j,847.88+394.97j
2017-10-18 21:30:00,836.4+395.65j,836.4+395.65j
2017-10-18 21:40:00,824.72+396.33j,824.72+396.33j
2017-10-18 21:50:00,813.03+397.02j,813.03+397.02j
2017-10-18 22:00:00,801.55+397.7j,801.55+397.7j
2017-10-18 22:10:00,782.9+393.94j,782.9+393.94j
2017-10-18 22:20:00,764.65+390.18j,764.65+390.18j
2017-10-18 22:30:00,746.2+386.43j,746.2+386.43j
2017-10-18 22:40:00,727.55+382.67j,727.55+382.67j
