#timPSTamp,	constant_power_A,constant_power_B,constant_power_C
2017-10-18 00:00:00,1920.8+973.47j,1920.8+973.47j,1920.8+973.47j
2017-10-18 00:10:00,1895.32+969.09j,1895.32+969.09j,1895.32+969.09j
2017-10-18 00:20:00,1870.49+964.78j,1870.49+964.78j,1870.49+964.78j
2017-10-18 00:30:00,1845.67+960.4j,1845.67+960.4j,1845.67+960.4j
2017-10-18 00:40:00,1820.19+956.02j,1820.19+956.02j,1820.19+956.02j
2017-10-18 00:50:00,1795.36+951.71j,1795.36+951.71j,1795.36+951.71j
2017-10-18 01:00:00,1770.53+947.33j,1770.53+947.33j,1770.53+947.33j
2017-10-18 01:10:00,1753.55+952.76j,1753.55+952.76j,1753.55+952.76j
2017-10-18 01:20:00,1737.87+958.24j,1737.87+958.24j,1737.87+958.24j
2017-10-18 01:30:00,1721.53+963.67j,1721.53+963.67j,1721.53+963.67j
2017-10-18 01:40:00,1704.55+969.09j,1704.55+969.09j,1704.55+969.09j
2017-10-18 01:50:00,1688.87+974.58j,1688.87+974.58j,1688.87+974.58j
2017-10-18 02:00:00,1672.53+980j,1672.53+980j,1672.53+980j
2017-10-18 02:10:00,1658.16+980j,1658.16+980j,1658.16+980j
2017-10-18 02:20:00,1643.79+980j,1643.79+980j,1643.79+980j
2017-10-18 02:30:00,1630.07+980j,1630.07+980j,1630.07+980j
2017-10-18 02:40:00,1615.69+980j,1615.69+980j,1615.69+980j
2017-10-18 02:50:00,1601.32+980j,1601.32+980j,1601.32+980j
2017-10-18 03:00:00,1587.6+980j,1587.6+980j,1587.6+980j
2017-10-18 03:10:00,1588.25+978.89j,1588.25+978.89j,1588.25+978.89j
2017-10-18 03:20:00,1589.56+977.84j,1589.56+977.84j,1589.56+977.84j
2017-10-18 03:30:00,1590.87+976.73j,1590.87+976.73j,1590.87+976.73j
2017-10-18 03:40:00,1591.52+975.62j,1591.52+975.62j,1591.52+975.62j
2017-10-18 03:50:00,1592.83+974.58j,1592.83+974.58j,1592.83+974.58j
