#timPSTamp,	constant_power_A,constant_power_B,constant_power_C
2017-10-18 00:00:00,225.4+114.23j,225.4+114.23j,225.4+114.23j
2017-10-18 00:10:00,222.41+113.72j,222.41+113.72j,222.41+113.72j
2017-10-18 00:20:00,219.5+113.21j,219.5+113.21j,219.5+113.21j
2017-10-18 00:30:00,216.58+112.7j,216.58+112.7j,216.58+112.7j
2017-10-18 00:40:00,213.59+112.19j,213.59+112.19j,213.59+112.19j
2017-10-18 00:50:00,210.68+111.68j,210.68+111.68j,210.68+111.68j
2017-10-18 01:00:00,207.77+111.17j,207.77+111.17j,207.77+111.17j
2017-10-18 01:10:00,205.77+111.8j,205.77+111.8j,205.77+111.8j
2017-10-18 01:20:00,203.93+112.45j,203.93+112.45j,203.93+112.45j
2017-10-18 01:30:00,202.02+113.08j,202.02+113.08j,202.02+113.08j
2017-10-18 01:40:00,200.02+113.72j,200.02+113.72j,200.02+113.72j
2017-10-18 01:50:00,198.18+114.36j,198.18+114.36j,198.18+114.36j
2017-10-18 02:00:00,196.27+115j,196.27+115j,196.27+115j
2017-10-18 02:10:00,194.58+115j,194.58+115j,194.58+115j
2017-10-18 02:20:00,192.89+115j,192.89+115j,192.89+115j
2017-10-18 02:30:00,191.28+115j,191.28+115j,191.28+115j
2017-10-18 02:40:00,189.6+115j,189.6+115j,189.6+115j
2017-10-18 02:50:00,187.91+115j,187.91+115j,187.91+115j
2017-10-18 03:00:00,186.3+115j,186.3+115j,186.3+115j
2017-10-18 03:10:00,186.38+114.87j,186.38+114.87j,186.38+114.87j
2017-10-18 03:20:00,186.53+114.75j,186.53+114.75j,186.53+114.75j
2017-10-18 03:30:00,186.68+114.62j,186.68+114.62j,186.68+114.62j
2017-10-18 03:40:00,186.76+114.49j,186.76+114.49j,186.76+114.49j
2017-10-18 03:50:00,186.91+114.36j,186.91+114.36j,186.91+114.36j
2017-10-18 04:00:00,187.07+114.23j,187.07+114.23j,187.07+114.23j
2017-10-18 04:10:00,187.07+114.36j,187.07+114.36j,187.07+114.36j
2017-10-18 04:20:00,186.99+114.49j,186.99+114.49j,186.99+114.49j
2017-10-18 04:30:00,187.07+114.62j,187.07+114.62j,187.07+114.62j
2017-10-18 04:40:00,187.07+114.75j,187.07+114.75j,187.07+114.75j
2017-10-18 04:50:00,186.99+114.87j,186.99+114.87j,186.99+114.87j
2017-10-18 05:00:00,187.07+115j,187.07+115j,187.07+115j
2017-10-18 05:10:00,188.06+114.87j,188.06+114.87j,188.06+114.87j
2017-10-18 05:20:00,189.06+114.75j,189.06+114.75j,189.06+114.75j
2017-10-18 05:30:00,190.13+114.62j,190.13+114.62j,190.13+114.62j
2017-10-18 05:40:00,191.13+114.49j,191.13+114.49j,191.13+114.49j
2017-10-18 05:50:00,192.13+114.36j,192.13+114.36j,192.13+114.36j
2017-10-18 06:00:00,193.2+114.23j,193.2+114.23j,193.2+114.23j
2017-10-18 06:10:00,195.12+112.31j,195.12+112.31j,195.12+112.31j
2017-10-18 06:20:00,196.96+110.4j,196.96+110.4j,196.96+110.4j
2017-10-18 06:30:00,198.95+108.48j,198.95+108.48j,198.95+108.48j
2017-10-18 06:40:00,200.87+106.56j,200.87+106.56j,200.87+106.56j
2017-10-18 06:50:00,202.71+104.65j,202.71+104.65j,202.71+104.65j
2017-10-18 07:00:00,204.7+102.73j,204.7+102.73j,204.7+102.73j
2017-10-18 07:10:00,194.81+100.82j,194.81+100.82j,194.81+100.82j
2017-10-18 07:20:00,185+98.9j,185+98.9j,185+98.9j
2017-10-18 07:30:00,175.18+96.98j,175.18+96.98j,175.18+96.98j
2017-10-18 07:40:00,165.29+95.07j,165.29+95.07j,165.29+95.07j
2017-10-18 07:50:00,155.48+93.15j,155.48+93.15j,155.48+93.15j
2017-10-18 08:00:00,145.67+91.23j,145.67+91.23j,145.67+91.23j
2017-10-18 08:10:00,148.43+90.21j,148.43+90.21j,148.43+90.21j
2017-10-18 08:20:00,151.26+89.19j,151.26+89.19j,151.26+89.19j
2017-10-18 08:30:00,154.1+88.17j,154.1+88.17j,154.1+88.17j
2017-10-18 08:40:00,156.86+87.14j,156.86+87.14j,156.86+87.14j
