#timPSTamp,	constant_power_A,constant_power_B,constant_power_C
2017-10-18 00:00:00,1675.8+849.3j,1675.8+849.3j,1675.8+849.3j
2017-10-18 00:10:00,1653.57+845.48j,1653.57+845.48j,1653.57+845.48j
2017-10-18 00:20:00,1631.91+841.72j,1631.91+841.72j,1631.91+841.72j
2017-10-18 00:30:00,1610.25+837.9j,1610.25+837.9j,1610.25+837.9j
2017-10-18 00:40:00,1588.02+834.08j,1588.02+834.08j,1588.02+834.08j
2017-10-18 00:50:00,1566.36+830.32j,1566.36+830.32j,1566.36+830.32j
2017-10-18 01:00:00,1544.7+826.5j,1544.7+826.5j,1544.7+826.5j
2017-10-18 01:10:00,1529.88+831.23j,1529.88+831.23j,1529.88+831.23j
2017-10-18 01:20:00,1516.2+836.02j,1516.2+836.02j,1516.2+836.02j
2017-10-18 01:30:00,1501.95+840.75j,1501.95+840.75j,1501.95+840.75j
2017-10-18 01:40:00,1487.13+845.48j,1487.13+845.48j,1487.13+845.48j
2017-10-18 01:50:00,1473.45+850.27j,1473.45+850.27j,1473.45+850.27j
2017-10-18 02:00:00,1459.2+855j,1459.2+855j,1459.2+855j
2017-10-18 02:10:00,1446.66+855j,1446.66+855j,1446.66+855j
2017-10-18 02:20:00,1434.12+855j,1434.12+855j,1434.12+855j
2017-10-18 02:30:00,1422.15+855j,1422.15+855j,1422.15+855j
2017-10-18 02:40:00,1409.61+855j,1409.61+855j,1409.61+855j
2017-10-18 02:50:00,1397.07+855j,1397.07+855j,1397.07+855j
2017-10-18 03:00:00,1385.1+855j,1385.1+855j,1385.1+855j
2017-10-18 03:10:00,1385.67+854.03j,1385.67+854.03j,1385.67+854.03j
2017-10-18 03:20:00,1386.81+853.12j,1386.81+853.12j,1386.81+853.12j
2017-10-18 03:30:00,1387.95+852.15j,1387.95+852.15j,1387.95+852.15j
2017-10-18 03:40:00,1388.52+851.18j,1388.52+851.18j,1388.52+851.18j
2017-10-18 03:50:00,1389.66+850.27j,1389.66+850.27j,1389.66+850.27j
2017-10-18 04:00:00,1390.8+849.3j,1390.8+849.3j,1390.8+849.3j
2017-10-18 04:10:00,1390.8+850.27j,1390.8+850.27j,1390.8+850.27j
2017-10-18 04:20:00,1390.23+851.18j,1390.23+851.18j,1390.23+851.18j
2017-10-18 04:30:00,1390.8+852.15j,1390.8+852.15j,1390.8+852.15j
2017-10-18 04:40:00,1390.8+853.12j,1390.8+853.12j,1390.8+853.12j
2017-10-18 04:50:00,1390.23+854.03j,1390.23+854.03j,1390.23+854.03j
2017-10-18 05:00:00,1390.8+855j,1390.8+855j,1390.8+855j
2017-10-18 05:10:00,1398.21+854.03j,1398.21+854.03j,1398.21+854.03j
2017-10-18 05:20:00,1405.62+853.12j,1405.62+853.12j,1405.62+853.12j
2017-10-18 05:30:00,1413.6+852.15j,1413.6+852.15j,1413.6+852.15j
2017-10-18 05:40:00,1421.01+851.18j,1421.01+851.18j,1421.01+851.18j
2017-10-18 05:50:00,1428.42+850.27j,1428.42+850.27j,1428.42+850.27j
2017-10-18 06:00:00,1436.4+849.3j,1436.4+849.3j,1436.4+849.3j
2017-10-18 06:10:00,1450.65+835.03j,1450.65+835.03j,1450.65+835.03j
2017-10-18 06:20:00,1464.33+820.82j,1464.33+820.82j,1464.33+820.82j
2017-10-18 06:30:00,1479.15+806.55j,1479.15+806.55j,1479.15+806.55j
2017-10-18 06:40:00,1493.4+792.28j,1493.4+792.28j,1493.4+792.28j
2017-10-18 06:50:00,1507.08+778.07j,1507.08+778.07j,1507.08+778.07j
2017-10-18 07:00:00,1521.9+763.8j,1521.9+763.8j,1521.9+763.8j
2017-10-18 07:10:00,1448.37+749.55j,1448.37+749.55j,1448.37+749.55j
2017-10-18 07:20:00,1375.41+735.3j,1375.41+735.3j,1375.41+735.3j
2017-10-18 07:30:00,1302.45+721.05j,1302.45+721.05j,1302.45+721.05j
2017-10-18 07:40:00,1228.92+706.8j,1228.92+706.8j,1228.92+706.8j
2017-10-18 07:50:00,1155.96+692.55j,1155.96+692.55j,1155.96+692.55j
2017-10-18 08:00:00,1083+678.3j,1083+678.3j,1083+678.3j
2017-10-18 08:10:00,1103.52+670.7j,1103.52+670.7j,1103.52+670.7j
2017-10-18 08:20:00,1124.61+663.1j,1124.61+663.1j,1124.61+663.1j
2017-10-18 08:30:00,1145.7+655.5j,1145.7+655.5j,1145.7+655.5j
2017-10-18 08:40:00,1166.22+647.9j,1166.22+647.9j,1166.22+647.9j
2017-10-18 08:50:00,1187.31+640.3j,1187.31+640.3j,1187.31+640.3j
2017-10-18 09:00:00,1208.4+632.7j,1208.4+632.7j,1208.4+632.7j
2017-10-18 09:10:00,1194.72+650.75j,1194.72+650.75j,1194.72+650.75j
2017-10-18 09:20:00,1181.61+668.8j,1181.61+668.8j,1181.61+668.8j
2017-10-18 09:30:00,1168.5+686.85j,1168.5+686.85j,1168.5+686.85j
2017-10-18 09:40:00,1154.82+704.9j,1154.82+704.9j,1154.82+704.9j
2017-10-18 09:50:00,1141.71+722.95j,1141.71+722.95j,1141.71+722.95j
2017-10-18 10:00:00,1128.6+741j,1128.6+741j,1128.6+741j
2017-10-18 10:10:00,1126.32+736.27j,1126.32+736.27j,1126.32+736.27j
2017-10-18 10:20:00,1124.61+731.5j,1124.61+731.5j,1124.61+731.5j
2017-10-18 10:30:00,1122.9+726.75j,1122.9+726.75j,1122.9+726.75j
2017-10-18 10:40:00,1120.62+722j,1120.62+722j,1120.62+722j
2017-10-18 10:50:00,1118.91+717.25j,1118.91+717.25j,1118.91+717.25j
2017-10-18 11:00:00,1117.2+712.5j,1117.2+712.5j,1117.2+712.5j
2017-10-18 11:10:00,1132.02+720.1j,1132.02+720.1j,1132.02+720.1j
2017-10-18 11:20:00,1147.41+727.7j,1147.41+727.7j,1147.41+727.7j
2017-10-18 11:30:00,1162.8+735.3j,1162.8+735.3j,1162.8+735.3j
2017-10-18 11:40:00,1177.62+742.92j,1177.62+742.92j,1177.62+742.92j
2017-10-18 11:50:00,1193.01+750.48j,1193.01+750.48j,1193.01+750.48j
2017-10-18 12:00:00,1208.4+758.1j,1208.4+758.1j,1208.4+758.1j
2017-10-18 12:10:00,1215.81+812.23j,1215.81+812.23j,1215.81+812.23j
2017-10-18 12:20:00,1223.22+866.42j,1223.22+866.42j,1223.22+866.42j
2017-10-18 12:30:00,1231.2+920.55j,1231.2+920.55j,1231.2+920.55j
2017-10-18 12:40:00,1238.61+974.68j,1238.61+974.68j,1238.61+974.68j
2017-10-18 12:50:00,1246.02+1028.87j,1246.02+1028.87j,1246.02+1028.87j
2017-10-18 13:00:00,1254+1083j,1254+1083j,1254+1083j
2017-10-18 13:10:00,1248.87+1053.57j,1248.87+1053.57j,1248.87+1053.57j
2017-10-18 13:20:00,1244.31+1024.08j,1244.31+1024.08j,1244.31+1024.08j
2017-10-18 13:30:00,1239.75+994.65j,1239.75+994.65j,1239.75+994.65j
2017-10-18 13:40:00,1234.62+965.22j,1234.62+965.22j,1234.62+965.22j
2017-10-18 13:50:00,1230.06+935.73j,1230.06+935.73j,1230.06+935.73j
2017-10-18 14:00:00,1225.5+906.3j,1225.5+906.3j,1225.5+906.3j
2017-10-18 14:10:00,1221.51+934.82j,1221.51+934.82j,1221.51+934.82j
2017-10-18 14:20:00,1217.52+963.28j,1217.52+963.28j,1217.52+963.28j
2017-10-18 14:30:00,1214.1+991.8j,1214.1+991.8j,1214.1+991.8j
2017-10-18 14:40:00,1210.11+1020.32j,1210.11+1020.32j,1210.11+1020.32j
2017-10-18 14:50:00,1206.12+1048.78j,1206.12+1048.78j,1206.12+1048.78j
2017-10-18 15:00:00,1202.7+1077.3j,1202.7+1077.3j,1202.7+1077.3j
2017-10-18 15:10:00,1224.36+1069.7j,1224.36+1069.7j,1224.36+1069.7j
2017-10-18 15:20:00,1246.02+1062.1j,1246.02+1062.1j,1246.02+1062.1j
2017-10-18 15:30:00,1268.25+1054.5j,1268.25+1054.5j,1268.25+1054.5j
2017-10-18 15:40:00,1289.91+1046.9j,1289.91+1046.9j,1289.91+1046.9j
2017-10-18 15:50:00,1311.57+1039.3j,1311.57+1039.3j,1311.57+1039.3j
2017-10-18 16:00:00,1333.8+1031.7j,1333.8+1031.7j,1333.8+1031.7j
2017-10-18 16:10:00,1351.47+1034.53j,1351.47+1034.53j,1351.47+1034.53j
2017-10-18 16:20:00,1369.71+1037.42j,1369.71+1037.42j,1369.71+1037.42j
2017-10-18 16:30:00,1387.95+1040.25j,1387.95+1040.25j,1387.95+1040.25j
2017-10-18 16:40:00,1405.62+1043.08j,1405.62+1043.08j,1405.62+1043.08j
2017-10-18 16:50:00,1423.86+1045.97j,1423.86+1045.97j,1423.86+1045.97j
2017-10-18 17:00:00,1442.1+1048.8j,1442.1+1048.8j,1442.1+1048.8j
2017-10-18 17:10:00,1421.01+1045.02j,1421.01+1045.02j,1421.01+1045.02j
2017-10-18 17:20:00,1399.92+1041.18j,1399.92+1041.18j,1399.92+1041.18j
2017-10-18 17:30:00,1379.4+1037.4j,1379.4+1037.4j,1379.4+1037.4j
2017-10-18 17:40:00,1358.31+1033.62j,1358.31+1033.62j,1358.31+1033.62j
2017-10-18 17:50:00,1337.22+1029.78j,1337.22+1029.78j,1337.22+1029.78j
2017-10-18 18:00:00,1316.7+1026j,1316.7+1026j,1316.7+1026j
2017-10-18 18:10:00,1328.1+1025.05j,1328.1+1025.05j,1328.1+1025.05j
2017-10-18 18:20:00,1339.5+1024.1j,1339.5+1024.1j,1339.5+1024.1j
2017-10-18 18:30:00,1350.9+1023.15j,1350.9+1023.15j,1350.9+1023.15j
2017-10-18 18:40:00,1362.3+1022.2j,1362.3+1022.2j,1362.3+1022.2j
2017-10-18 18:50:00,1373.7+1021.25j,1373.7+1021.25j,1373.7+1021.25j
2017-10-18 19:00:00,1385.1+1020.3j,1385.1+1020.3j,1385.1+1020.3j
2017-10-18 19:10:00,1447.23+1029.8j,1447.23+1029.8j,1447.23+1029.8j
