#timPSTamp,	constant_power_A,constant_power_C
2017-10-18 00:00:00,543.9+275.65j,543.9+275.65j
2017-10-18 00:10:00,536.69+274.41j,536.69+274.41j
2017-10-18 00:20:00,529.66+273.19j,529.66+273.19j
2017-10-18 00:30:00,522.63+271.95j,522.63+271.95j
2017-10-18 00:40:00,515.41+270.71j,515.41+270.71j
2017-10-18 00:50:00,508.38+269.49j,508.38+269.49j
2017-10-18 01:00:00,501.35+268.25j,501.35+268.25j
2017-10-18 01:10:00,496.54+269.79j,496.54+269.79j
2017-10-18 01:20:00,492.1+271.34j,492.1+271.34j
2017-10-18 01:30:00,487.48+272.88j,487.48+272.88j
2017-10-18 01:40:00,482.67+274.41j,482.67+274.41j
2017-10-18 01:50:00,478.23+275.96j,478.23+275.96j
2017-10-18 02:00:00,473.6+277.5j,473.6+277.5j
2017-10-18 02:10:00,469.53+277.5j,469.53+277.5j
2017-10-18 02:20:00,465.46+277.5j,465.46+277.5j
2017-10-18 02:30:00,461.58+277.5j,461.58+277.5j
2017-10-18 02:40:00,457.51+277.5j,457.51+277.5j
2017-10-18 02:50:00,453.44+277.5j,453.44+277.5j
2017-10-18 03:00:00,449.55+277.5j,449.55+277.5j
2017-10-18 03:10:00,449.74+277.19j,449.74+277.19j
2017-10-18 03:20:00,450.11+276.89j,450.11+276.89j
2017-10-18 03:30:00,450.48+276.58j,450.48+276.58j
2017-10-18 03:40:00,450.66+276.26j,450.66+276.26j
2017-10-18 03:50:00,451.03+275.96j,451.03+275.96j
2017-10-18 04:00:00,451.4+275.65j,451.4+275.65j
2017-10-18 04:10:00,451.4+275.96j,451.4+275.96j
2017-10-18 04:20:00,451.22+276.26j,451.22+276.26j
2017-10-18 04:30:00,451.4+276.58j,451.4+276.58j
2017-10-18 04:40:00,451.4+276.89j,451.4+276.89j
2017-10-18 04:50:00,451.22+277.19j,451.22+277.19j
2017-10-18 05:00:00,451.4+277.5j,451.4+277.5j
2017-10-18 05:10:00,453.81+277.19j,453.81+277.19j
2017-10-18 05:20:00,456.21+276.89j,456.21+276.89j
2017-10-18 05:30:00,458.8+276.58j,458.8+276.58j
2017-10-18 05:40:00,461.21+276.26j,461.21+276.26j
2017-10-18 05:50:00,463.61+275.96j,463.61+275.96j
2017-10-18 06:00:00,466.2+275.65j,466.2+275.65j
2017-10-18 06:10:00,470.83+271.02j,470.83+271.02j
2017-10-18 06:20:00,475.27+266.41j,475.27+266.41j
2017-10-18 06:30:00,480.08+261.78j,480.08+261.78j
2017-10-18 06:40:00,484.7+257.14j,484.7+257.14j
2017-10-18 06:50:00,489.14+252.53j,489.14+252.53j
2017-10-18 07:00:00,493.95+247.9j,493.95+247.9j
2017-10-18 07:10:00,470.09+243.28j,470.09+243.28j
2017-10-18 07:20:00,446.41+238.65j,446.41+238.65j
2017-10-18 07:30:00,422.73+234.03j,422.73+234.03j
2017-10-18 07:40:00,398.86+229.4j,398.86+229.4j
2017-10-18 07:50:00,375.18+224.78j,375.18+224.78j
2017-10-18 08:00:00,351.5+220.15j,351.5+220.15j
2017-10-18 08:10:00,358.16+217.68j,358.16+217.68j
2017-10-18 08:20:00,365.01+215.22j,365.01+215.22j
2017-10-18 08:30:00,371.85+212.75j,371.85+212.75j
2017-10-18 08:40:00,378.51+210.28j,378.51+210.28j
2017-10-18 08:50:00,385.36+207.82j,385.36+207.82j
2017-10-18 09:00:00,392.2+205.35j,392.2+205.35j
2017-10-18 09:10:00,387.76+211.21j,387.76+211.21j
2017-10-18 09:20:00,383.51+217.07j,383.51+217.07j
2017-10-18 09:30:00,379.25+222.93j,379.25+222.93j
2017-10-18 09:40:00,374.81+228.78j,374.81+228.78j
2017-10-18 09:50:00,370.56+234.64j,370.56+234.64j
2017-10-18 10:00:00,366.3+240.5j,366.3+240.5j
2017-10-18 10:10:00,365.56+238.96j,365.56+238.96j
2017-10-18 10:20:00,365.01+237.42j,365.01+237.42j
2017-10-18 10:30:00,364.45+235.88j,364.45+235.88j
2017-10-18 10:40:00,363.71+234.33j,363.71+234.33j
2017-10-18 10:50:00,363.16+232.79j,363.16+232.79j
2017-10-18 11:00:00,362.6+231.25j,362.6+231.25j
2017-10-18 11:10:00,367.41+233.72j,367.41+233.72j
2017-10-18 11:20:00,372.41+236.18j,372.41+236.18j
2017-10-18 11:30:00,377.4+238.65j,377.4+238.65j
2017-10-18 11:40:00,382.21+241.12j,382.21+241.12j
2017-10-18 11:50:00,387.21+243.58j,387.21+243.58j
2017-10-18 12:00:00,392.2+246.05j,392.2+246.05j
2017-10-18 12:10:00,394.61+263.62j,394.61+263.62j
2017-10-18 12:20:00,397.01+281.21j,397.01+281.21j
2017-10-18 12:30:00,399.6+298.78j,399.6+298.78j
2017-10-18 12:40:00,402.01+316.34j,402.01+316.34j
2017-10-18 12:50:00,404.41+333.93j,404.41+333.93j
2017-10-18 13:00:00,407+351.5j,407+351.5j
2017-10-18 13:10:00,405.34+341.95j,405.34+341.95j
2017-10-18 13:20:00,403.86+332.38j,403.86+332.38j
2017-10-18 13:30:00,402.38+322.83j,402.38+322.83j
2017-10-18 13:40:00,400.71+313.27j,400.71+313.27j
2017-10-18 13:50:00,399.23+303.7j,399.23+303.7j
2017-10-18 14:00:00,397.75+294.15j,397.75+294.15j
2017-10-18 14:10:00,396.46+303.41j,396.46+303.41j
2017-10-18 14:20:00,395.16+312.64j,395.16+312.64j
2017-10-18 14:30:00,394.05+321.9j,394.05+321.9j
2017-10-18 14:40:00,392.76+331.16j,392.76+331.16j
2017-10-18 14:50:00,391.46+340.39j,391.46+340.39j
2017-10-18 15:00:00,390.35+349.65j,390.35+349.65j
2017-10-18 15:10:00,397.38+347.18j,397.38+347.18j
2017-10-18 15:20:00,404.41+344.72j,404.41+344.72j
2017-10-18 15:30:00,411.63+342.25j,411.63+342.25j
2017-10-18 15:40:00,418.66+339.78j,418.66+339.78j
2017-10-18 15:50:00,425.69+337.32j,425.69+337.32j
2017-10-18 16:00:00,432.9+334.85j,432.9+334.85j
2017-10-18 16:10:00,438.64+335.77j,438.64+335.77j
2017-10-18 16:20:00,444.56+336.71j,444.56+336.71j
2017-10-18 16:30:00,450.48+337.63j,450.48+337.63j
2017-10-18 16:40:00,456.21+338.54j,456.21+338.54j
2017-10-18 16:50:00,462.13+339.48j,462.13+339.48j
2017-10-18 17:00:00,468.05+340.4j,468.05+340.4j
2017-10-18 17:10:00,461.21+339.17j,461.21+339.17j
2017-10-18 17:20:00,454.36+337.93j,454.36+337.93j
2017-10-18 17:30:00,447.7+336.7j,447.7+336.7j
2017-10-18 17:40:00,440.86+335.47j,440.86+335.47j
2017-10-18 17:50:00,434.01+334.23j,434.01+334.23j
2017-10-18 18:00:00,427.35+333j,427.35+333j
2017-10-18 18:10:00,431.05+332.69j,431.05+332.69j
2017-10-18 18:20:00,434.75+332.38j,434.75+332.38j
2017-10-18 18:30:00,438.45+332.08j,438.45+332.08j
2017-10-18 18:40:00,442.15+331.77j,442.15+331.77j
2017-10-18 18:50:00,445.85+331.46j,445.85+331.46j
2017-10-18 19:00:00,449.55+331.15j,449.55+331.15j
2017-10-18 19:10:00,469.72+334.23j,469.72+334.23j
2017-10-18 19:20:00,490.25+337.32j,490.25+337.32j
2017-10-18 19:30:00,510.6+340.4j,510.6+340.4j
2017-10-18 19:40:00,530.77+343.48j,530.77+343.48j
2017-10-18 19:50:00,551.3+346.57j,551.3+346.57j
2017-10-18 20:00:00,571.65+349.65j,571.65+349.65j
2017-10-18 20:10:00,607.36+350.58j,607.36+350.58j
2017-10-18 20:20:00,643.06+351.49j,643.06+351.49j
2017-10-18 20:30:00,678.95+352.43j,678.95+352.43j
2017-10-18 20:40:00,714.66+353.36j,714.66+353.36j
2017-10-18 20:50:00,750.36+354.27j,750.36+354.27j
2017-10-18 21:00:00,786.25+355.2j,786.25+355.2j
2017-10-18 21:10:00,775.71+355.82j,775.71+355.82j
2017-10-18 21:20:00,765.16+356.43j,765.16+356.43j
2017-10-18 21:30:00,754.8+357.05j,754.8+357.05j
2017-10-18 21:40:00,744.26+357.67j,744.26+357.67j
2017-10-18 21:50:00,733.71+358.28j,733.71+358.28j
2017-10-18 22:00:00,723.35+358.9j,723.35+358.9j
2017-10-18 22:10:00,706.52+355.51j,706.52+355.51j
2017-10-18 22:20:00,690.05+352.12j,690.05+352.12j
2017-10-18 22:30:00,673.4+348.73j,673.4+348.73j
2017-10-18 22:40:00,656.57+345.33j,656.57+345.33j
2017-10-18 22:50:00,640.1+341.94j,640.1+341.94j
2017-10-18 23:00:00,623.45+338.55j,623.45+338.55j
2017-10-18 23:10:00,618.09+342.56j,618.09+342.56j
2017-10-18 23:20:00,612.91+346.56j,612.91+346.56j
2017-10-18 23:30:00,607.73+350.58j,607.73+350.58j
2017-10-18 23:40:00,602.36+354.59j,602.36+354.59j
2017-10-18 23:50:00,597.18+358.59j,597.18+358.59j
