#timPSTamp,	constant_power_A,constant_power_C
2017-10-18 00:00:00,514.5+260.75j,514.5+260.75j
2017-10-18 00:10:00,507.68+259.58j,507.68+259.58j
2017-10-18 00:20:00,501.03+258.42j,501.03+258.42j
2017-10-18 00:30:00,494.38+257.25j,494.38+257.25j
2017-10-18 00:40:00,487.55+256.08j,487.55+256.08j
2017-10-18 00:50:00,480.9+254.92j,480.9+254.92j
2017-10-18 01:00:00,474.25+253.75j,474.25+253.75j
2017-10-18 01:10:00,469.7+255.2j,469.7+255.2j
2017-10-18 01:20:00,465.5+256.67j,465.5+256.67j
2017-10-18 01:30:00,461.13+258.13j,461.13+258.13j
2017-10-18 01:40:00,456.58+259.58j,456.58+259.58j
2017-10-18 01:50:00,452.38+261.05j,452.38+261.05j
2017-10-18 02:00:00,448+262.5j,448+262.5j
2017-10-18 02:10:00,444.15+262.5j,444.15+262.5j
2017-10-18 02:20:00,440.3+262.5j,440.3+262.5j
2017-10-18 02:30:00,436.63+262.5j,436.63+262.5j
2017-10-18 02:40:00,432.78+262.5j,432.78+262.5j
2017-10-18 02:50:00,428.93+262.5j,428.93+262.5j
2017-10-18 03:00:00,425.25+262.5j,425.25+262.5j
2017-10-18 03:10:00,425.43+262.2j,425.43+262.2j
2017-10-18 03:20:00,425.78+261.92j,425.78+261.92j
2017-10-18 03:30:00,426.13+261.63j,426.13+261.63j
2017-10-18 03:40:00,426.3+261.33j,426.3+261.33j
2017-10-18 03:50:00,426.65+261.05j,426.65+261.05j
2017-10-18 04:00:00,427+260.75j,427+260.75j
2017-10-18 04:10:00,427+261.05j,427+261.05j
2017-10-18 04:20:00,426.83+261.33j,426.83+261.33j
2017-10-18 04:30:00,427+261.63j,427+261.63j
2017-10-18 04:40:00,427+261.92j,427+261.92j
2017-10-18 04:50:00,426.83+262.2j,426.83+262.2j
2017-10-18 05:00:00,427+262.5j,427+262.5j
2017-10-18 05:10:00,429.28+262.2j,429.28+262.2j
2017-10-18 05:20:00,431.55+261.92j,431.55+261.92j
2017-10-18 05:30:00,434+261.63j,434+261.63j
2017-10-18 05:40:00,436.28+261.33j,436.28+261.33j
2017-10-18 05:50:00,438.55+261.05j,438.55+261.05j
2017-10-18 06:00:00,441+260.75j,441+260.75j
2017-10-18 06:10:00,445.38+256.37j,445.38+256.37j
2017-10-18 06:20:00,449.58+252.01j,449.58+252.01j
2017-10-18 06:30:00,454.13+247.63j,454.13+247.63j
2017-10-18 06:40:00,458.5+243.24j,458.5+243.24j
2017-10-18 06:50:00,462.7+238.88j,462.7+238.88j
2017-10-18 07:00:00,467.25+234.5j,467.25+234.5j
2017-10-18 07:10:00,444.68+230.13j,444.68+230.13j
2017-10-18 07:20:00,422.28+225.75j,422.28+225.75j
