#timPSTamp,	constant_power_A,constant_power_B,constant_power_C
2017-10-18 00:00:00,2038.4+1033.07j,2038.4+1033.07j,2038.4+1033.07j
2017-10-18 00:10:00,2011.36+1028.42j,2011.36+1028.42j,2011.36+1028.42j
2017-10-18 00:20:00,1985.01+1023.85j,1985.01+1023.85j,1985.01+1023.85j
2017-10-18 00:30:00,1958.67+1019.2j,1958.67+1019.2j,1958.67+1019.2j
2017-10-18 00:40:00,1931.63+1014.55j,1931.63+1014.55j,1931.63+1014.55j
2017-10-18 00:50:00,1905.28+1009.98j,1905.28+1009.98j,1905.28+1009.98j
2017-10-18 01:00:00,1878.93+1005.33j,1878.93+1005.33j,1878.93+1005.33j
2017-10-18 01:10:00,1860.91+1011.09j,1860.91+1011.09j,1860.91+1011.09j
2017-10-18 01:20:00,1844.27+1016.91j,1844.27+1016.91j,1844.27+1016.91j
2017-10-18 01:30:00,1826.93+1022.67j,1826.93+1022.67j,1826.93+1022.67j
2017-10-18 01:40:00,1808.91+1028.42j,1808.91+1028.42j,1808.91+1028.42j
2017-10-18 01:50:00,1792.27+1034.25j,1792.27+1034.25j,1792.27+1034.25j
2017-10-18 02:00:00,1774.93+1040j,1774.93+1040j,1774.93+1040j
2017-10-18 02:10:00,1759.68+1040j,1759.68+1040j,1759.68+1040j
2017-10-18 02:20:00,1744.43+1040j,1744.43+1040j,1744.43+1040j
2017-10-18 02:30:00,1729.87+1040j,1729.87+1040j,1729.87+1040j
2017-10-18 02:40:00,1714.61+1040j,1714.61+1040j,1714.61+1040j
2017-10-18 02:50:00,1699.36+1040j,1699.36+1040j,1699.36+1040j
2017-10-18 03:00:00,1684.8+1040j,1684.8+1040j,1684.8+1040j
2017-10-18 03:10:00,1685.49+1038.82j,1685.49+1038.82j,1685.49+1038.82j
2017-10-18 03:20:00,1686.88+1037.71j,1686.88+1037.71j,1686.88+1037.71j
2017-10-18 03:30:00,1688.27+1036.53j,1688.27+1036.53j,1688.27+1036.53j
2017-10-18 03:40:00,1688.96+1035.35j,1688.96+1035.35j,1688.96+1035.35j
2017-10-18 03:50:00,1690.35+1034.25j,1690.35+1034.25j,1690.35+1034.25j
2017-10-18 04:00:00,1691.73+1033.07j,1691.73+1033.07j,1691.73+1033.07j
2017-10-18 04:10:00,1691.73+1034.25j,1691.73+1034.25j,1691.73+1034.25j
2017-10-18 04:20:00,1691.04+1035.35j,1691.04+1035.35j,1691.04+1035.35j
2017-10-18 04:30:00,1691.73+1036.53j,1691.73+1036.53j,1691.73+1036.53j
2017-10-18 04:40:00,1691.73+1037.71j,1691.73+1037.71j,1691.73+1037.71j
2017-10-18 04:50:00,1691.04+1038.82j,1691.04+1038.82j,1691.04+1038.82j
2017-10-18 05:00:00,1691.73+1040j,1691.73+1040j,1691.73+1040j
2017-10-18 05:10:00,1700.75+1038.82j,1700.75+1038.82j,1700.75+1038.82j
2017-10-18 05:20:00,1709.76+1037.71j,1709.76+1037.71j,1709.76+1037.71j
2017-10-18 05:30:00,1719.47+1036.53j,1719.47+1036.53j,1719.47+1036.53j
2017-10-18 05:40:00,1728.48+1035.35j,1728.48+1035.35j,1728.48+1035.35j
2017-10-18 05:50:00,1737.49+1034.25j,1737.49+1034.25j,1737.49+1034.25j
2017-10-18 06:00:00,1747.2+1033.07j,1747.2+1033.07j,1747.2+1033.07j
2017-10-18 06:10:00,1764.53+1015.71j,1764.53+1015.71j,1764.53+1015.71j
2017-10-18 06:20:00,1781.17+998.42j,1781.17+998.42j,1781.17+998.42j
2017-10-18 06:30:00,1799.2+981.07j,1799.2+981.07j,1799.2+981.07j
2017-10-18 06:40:00,1816.53+963.71j,1816.53+963.71j,1816.53+963.71j
2017-10-18 06:50:00,1833.17+946.42j,1833.17+946.42j,1833.17+946.42j
2017-10-18 07:00:00,1851.2+929.07j,1851.2+929.07j,1851.2+929.07j
2017-10-18 07:10:00,1761.76+911.73j,1761.76+911.73j,1761.76+911.73j
2017-10-18 07:20:00,1673.01+894.4j,1673.01+894.4j,1673.01+894.4j
2017-10-18 07:30:00,1584.27+877.07j,1584.27+877.07j,1584.27+877.07j
2017-10-18 07:40:00,1494.83+859.73j,1494.83+859.73j,1494.83+859.73j
2017-10-18 07:50:00,1406.08+842.4j,1406.08+842.4j,1406.08+842.4j
2017-10-18 08:00:00,1317.33+825.07j,1317.33+825.07j,1317.33+825.07j
2017-10-18 08:10:00,1342.29+815.82j,1342.29+815.82j,1342.29+815.82j
2017-10-18 08:20:00,1367.95+806.58j,1367.95+806.58j,1367.95+806.58j
2017-10-18 08:30:00,1393.6+797.33j,1393.6+797.33j,1393.6+797.33j
2017-10-18 08:40:00,1418.56+788.09j,1418.56+788.09j,1418.56+788.09j
2017-10-18 08:50:00,1444.21+778.84j,1444.21+778.84j,1444.21+778.84j
2017-10-18 09:00:00,1469.87+769.6j,1469.87+769.6j,1469.87+769.6j
2017-10-18 09:10:00,1453.23+791.56j,1453.23+791.56j,1453.23+791.56j
2017-10-18 09:20:00,1437.28+813.51j,1437.28+813.51j,1437.28+813.51j
2017-10-18 09:30:00,1421.33+835.47j,1421.33+835.47j,1421.33+835.47j
2017-10-18 09:40:00,1404.69+857.42j,1404.69+857.42j,1404.69+857.42j
2017-10-18 09:50:00,1388.75+879.38j,1388.75+879.38j,1388.75+879.38j
2017-10-18 10:00:00,1372.8+901.33j,1372.8+901.33j,1372.8+901.33j
2017-10-18 10:10:00,1370.03+895.58j,1370.03+895.58j,1370.03+895.58j
2017-10-18 10:20:00,1367.95+889.78j,1367.95+889.78j,1367.95+889.78j
2017-10-18 10:30:00,1365.87+884j,1365.87+884j,1365.87+884j
2017-10-18 10:40:00,1363.09+878.22j,1363.09+878.22j,1363.09+878.22j
2017-10-18 10:50:00,1361.01+872.44j,1361.01+872.44j,1361.01+872.44j
2017-10-18 11:00:00,1358.93+866.67j,1358.93+866.67j,1358.93+866.67j
2017-10-18 11:10:00,1376.96+875.92j,1376.96+875.92j,1376.96+875.92j
2017-10-18 11:20:00,1395.68+885.15j,1395.68+885.15j,1395.68+885.15j
2017-10-18 11:30:00,1414.4+894.4j,1414.4+894.4j,1414.4+894.4j
2017-10-18 11:40:00,1432.43+903.67j,1432.43+903.67j,1432.43+903.67j
2017-10-18 11:50:00,1451.15+912.86j,1451.15+912.86j,1451.15+912.86j
2017-10-18 12:00:00,1469.87+922.13j,1469.87+922.13j,1469.87+922.13j
2017-10-18 12:10:00,1478.88+987.98j,1478.88+987.98j,1478.88+987.98j
2017-10-18 12:20:00,1487.89+1053.89j,1487.89+1053.89j,1487.89+1053.89j
2017-10-18 12:30:00,1497.6+1119.73j,1497.6+1119.73j,1497.6+1119.73j
2017-10-18 12:40:00,1506.61+1185.58j,1506.61+1185.58j,1506.61+1185.58j
2017-10-18 12:50:00,1515.63+1251.49j,1515.63+1251.49j,1515.63+1251.49j
2017-10-18 13:00:00,1525.33+1317.33j,1525.33+1317.33j,1525.33+1317.33j
2017-10-18 13:10:00,1519.09+1281.54j,1519.09+1281.54j,1519.09+1281.54j
2017-10-18 13:20:00,1513.55+1245.66j,1513.55+1245.66j,1513.55+1245.66j
2017-10-18 13:30:00,1508+1209.87j,1508+1209.87j,1508+1209.87j
2017-10-18 13:40:00,1501.76+1174.07j,1501.76+1174.07j,1501.76+1174.07j
2017-10-18 13:50:00,1496.21+1138.2j,1496.21+1138.2j,1496.21+1138.2j
2017-10-18 14:00:00,1490.67+1102.4j,1490.67+1102.4j,1490.67+1102.4j
2017-10-18 14:10:00,1485.81+1137.09j,1485.81+1137.09j,1485.81+1137.09j
2017-10-18 14:20:00,1480.96+1171.71j,1480.96+1171.71j,1480.96+1171.71j
2017-10-18 14:30:00,1476.8+1206.4j,1476.8+1206.4j,1476.8+1206.4j
2017-10-18 14:40:00,1471.95+1241.09j,1471.95+1241.09j,1471.95+1241.09j
2017-10-18 14:50:00,1467.09+1275.71j,1467.09+1275.71j,1467.09+1275.71j
2017-10-18 15:00:00,1462.93+1310.4j,1462.93+1310.4j,1462.93+1310.4j
2017-10-18 15:10:00,1489.28+1301.16j,1489.28+1301.16j,1489.28+1301.16j
2017-10-18 15:20:00,1515.63+1291.91j,1515.63+1291.91j,1515.63+1291.91j
2017-10-18 15:30:00,1542.67+1282.67j,1542.67+1282.67j,1542.67+1282.67j
2017-10-18 15:40:00,1569.01+1273.42j,1569.01+1273.42j,1569.01+1273.42j
2017-10-18 15:50:00,1595.36+1264.18j,1595.36+1264.18j,1595.36+1264.18j
2017-10-18 16:00:00,1622.4+1254.93j,1622.4+1254.93j,1622.4+1254.93j
2017-10-18 16:10:00,1643.89+1258.38j,1643.89+1258.38j,1643.89+1258.38j
2017-10-18 16:20:00,1666.08+1261.89j,1666.08+1261.89j,1666.08+1261.89j
2017-10-18 16:30:00,1688.27+1265.33j,1688.27+1265.33j,1688.27+1265.33j
2017-10-18 16:40:00,1709.76+1268.78j,1709.76+1268.78j,1709.76+1268.78j
2017-10-18 16:50:00,1731.95+1272.29j,1731.95+1272.29j,1731.95+1272.29j
2017-10-18 17:00:00,1754.13+1275.73j,1754.13+1275.73j,1754.13+1275.73j
2017-10-18 17:10:00,1728.48+1271.14j,1728.48+1271.14j,1728.48+1271.14j
2017-10-18 17:20:00,1702.83+1266.46j,1702.83+1266.46j,1702.83+1266.46j
2017-10-18 17:30:00,1677.87+1261.87j,1677.87+1261.87j,1677.87+1261.87j
2017-10-18 17:40:00,1652.21+1257.27j,1652.21+1257.27j,1652.21+1257.27j
2017-10-18 17:50:00,1626.56+1252.6j,1626.56+1252.6j,1626.56+1252.6j
2017-10-18 18:00:00,1601.6+1248j,1601.6+1248j,1601.6+1248j
2017-10-18 18:10:00,1615.47+1246.84j,1615.47+1246.84j,1615.47+1246.84j
2017-10-18 18:20:00,1629.33+1245.69j,1629.33+1245.69j,1629.33+1245.69j
2017-10-18 18:30:00,1643.2+1244.53j,1643.2+1244.53j,1643.2+1244.53j
2017-10-18 18:40:00,1657.07+1243.38j,1657.07+1243.38j,1657.07+1243.38j
2017-10-18 18:50:00,1670.93+1242.22j,1670.93+1242.22j,1670.93+1242.22j
2017-10-18 19:00:00,1684.8+1241.07j,1684.8+1241.07j,1684.8+1241.07j
2017-10-18 19:10:00,1760.37+1252.62j,1760.37+1252.62j,1760.37+1252.62j
2017-10-18 19:20:00,1837.33+1264.18j,1837.33+1264.18j,1837.33+1264.18j
2017-10-18 19:30:00,1913.6+1275.73j,1913.6+1275.73j,1913.6+1275.73j
2017-10-18 19:40:00,1989.17+1287.29j,1989.17+1287.29j,1989.17+1287.29j
2017-10-18 19:50:00,2066.13+1298.84j,2066.13+1298.84j,2066.13+1298.84j
2017-10-18 20:00:00,2142.4+1310.4j,2142.4+1310.4j,2142.4+1310.4j
2017-10-18 20:10:00,2276.21+1313.89j,2276.21+1313.89j,2276.21+1313.89j
2017-10-18 20:20:00,2410.03+1317.31j,2410.03+1317.31j,2410.03+1317.31j
2017-10-18 20:30:00,2544.53+1320.8j,2544.53+1320.8j,2544.53+1320.8j
2017-10-18 20:40:00,2678.35+1324.29j,2678.35+1324.29j,2678.35+1324.29j
2017-10-18 20:50:00,2812.16+1327.71j,2812.16+1327.71j,2812.16+1327.71j
2017-10-18 21:00:00,2946.67+1331.2j,2946.67+1331.2j,2946.67+1331.2j
2017-10-18 21:10:00,2907.15+1333.51j,2907.15+1333.51j,2907.15+1333.51j
2017-10-18 21:20:00,2867.63+1335.82j,2867.63+1335.82j,2867.63+1335.82j
2017-10-18 21:30:00,2828.8+1338.13j,2828.8+1338.13j,2828.8+1338.13j
2017-10-18 21:40:00,2789.28+1340.44j,2789.28+1340.44j,2789.28+1340.44j
2017-10-18 21:50:00,2749.76+1342.76j,2749.76+1342.76j,2749.76+1342.76j
2017-10-18 22:00:00,2710.93+1345.07j,2710.93+1345.07j,2710.93+1345.07j
2017-10-18 22:10:00,2647.84+1332.36j,2647.84+1332.36j,2647.84+1332.36j
2017-10-18 22:20:00,2586.13+1319.64j,2586.13+1319.64j,2586.13+1319.64j
2017-10-18 22:30:00,2523.73+1306.93j,2523.73+1306.93j,2523.73+1306.93j
2017-10-18 22:40:00,2460.64+1294.22j,2460.64+1294.22j,2460.64+1294.22j
2017-10-18 22:50:00,2398.93+1281.51j,2398.93+1281.51j,2398.93+1281.51j
2017-10-18 23:00:00,2336.53+1268.8j,2336.53+1268.8j,2336.53+1268.8j
2017-10-18 23:10:00,2316.43+1283.85j,2316.43+1283.85j,2316.43+1283.85j
2017-10-18 23:20:00,2297.01+1298.82j,2297.01+1298.82j,2297.01+1298.82j
2017-10-18 23:30:00,2277.6+1313.87j,2277.6+1313.87j,2277.6+1313.87j
2017-10-18 23:40:00,2257.49+1328.91j,2257.49+1328.91j,2257.49+1328.91j
2017-10-18 23:50:00,2238.08+1343.89j,2238.08+1343.89j,2238.08+1343.89j
