#timPSTamp,	constant_power_A,constant_power_C
2017-10-18 00:00:00,117.6+59.6j,117.6+59.6j
2017-10-18 00:10:00,116.04+59.33j,116.04+59.33j
2017-10-18 00:20:00,114.52+59.07j,114.52+59.07j
2017-10-18 00:30:00,113+58.8j,113+58.8j
2017-10-18 00:40:00,111.44+58.53j,111.44+58.53j
2017-10-18 00:50:00,109.92+58.27j,109.92+58.27j
2017-10-18 01:00:00,108.4+58j,108.4+58j
2017-10-18 01:10:00,107.36+58.33j,107.36+58.33j
2017-10-18 01:20:00,106.4+58.67j,106.4+58.67j
2017-10-18 01:30:00,105.4+59j,105.4+59j
2017-10-18 01:40:00,104.36+59.33j,104.36+59.33j
2017-10-18 01:50:00,103.4+59.67j,103.4+59.67j
2017-10-18 02:00:00,102.4+60j,102.4+60j
2017-10-18 02:10:00,101.52+60j,101.52+60j
2017-10-18 02:20:00,100.64+60j,100.64+60j
2017-10-18 02:30:00,99.8+60j,99.8+60j
2017-10-18 02:40:00,98.92+60j,98.92+60j
2017-10-18 02:50:00,98.04+60j,98.04+60j
2017-10-18 03:00:00,97.2+60j,97.2+60j
2017-10-18 03:10:00,97.24+59.93j,97.24+59.93j
2017-10-18 03:20:00,97.32+59.87j,97.32+59.87j
2017-10-18 03:30:00,97.4+59.8j,97.4+59.8j
2017-10-18 03:40:00,97.44+59.73j,97.44+59.73j
2017-10-18 03:50:00,97.52+59.67j,97.52+59.67j
2017-10-18 04:00:00,97.6+59.6j,97.6+59.6j
2017-10-18 04:10:00,97.6+59.67j,97.6+59.67j
2017-10-18 04:20:00,97.56+59.73j,97.56+59.73j
2017-10-18 04:30:00,97.6+59.8j,97.6+59.8j
2017-10-18 04:40:00,97.6+59.87j,97.6+59.87j
2017-10-18 04:50:00,97.56+59.93j,97.56+59.93j
2017-10-18 05:00:00,97.6+60j,97.6+60j
2017-10-18 05:10:00,98.12+59.93j,98.12+59.93j
2017-10-18 05:20:00,98.64+59.87j,98.64+59.87j
2017-10-18 05:30:00,99.2+59.8j,99.2+59.8j
2017-10-18 05:40:00,99.72+59.73j,99.72+59.73j
2017-10-18 05:50:00,100.24+59.67j,100.24+59.67j
2017-10-18 06:00:00,100.8+59.6j,100.8+59.6j
2017-10-18 06:10:00,101.8+58.6j,101.8+58.6j
2017-10-18 06:20:00,102.76+57.6j,102.76+57.6j
2017-10-18 06:30:00,103.8+56.6j,103.8+56.6j
2017-10-18 06:40:00,104.8+55.6j,104.8+55.6j
2017-10-18 06:50:00,105.76+54.6j,105.76+54.6j
2017-10-18 07:00:00,106.8+53.6j,106.8+53.6j
2017-10-18 07:10:00,101.64+52.6j,101.64+52.6j
2017-10-18 07:20:00,96.52+51.6j,96.52+51.6j
2017-10-18 07:30:00,91.4+50.6j,91.4+50.6j
2017-10-18 07:40:00,86.24+49.6j,86.24+49.6j
2017-10-18 07:50:00,81.12+48.6j,81.12+48.6j
2017-10-18 08:00:00,76+47.6j,76+47.6j
2017-10-18 08:10:00,77.44+47.07j,77.44+47.07j
2017-10-18 08:20:00,78.92+46.53j,78.92+46.53j
2017-10-18 08:30:00,80.4+46j,80.4+46j
2017-10-18 08:40:00,81.84+45.47j,81.84+45.47j
2017-10-18 08:50:00,83.32+44.93j,83.32+44.93j
2017-10-18 09:00:00,84.8+44.4j,84.8+44.4j
2017-10-18 09:10:00,83.84+45.67j,83.84+45.67j
2017-10-18 09:20:00,82.92+46.93j,82.92+46.93j
2017-10-18 09:30:00,82+48.2j,82+48.2j
2017-10-18 09:40:00,81.04+49.47j,81.04+49.47j
2017-10-18 09:50:00,80.12+50.73j,80.12+50.73j
2017-10-18 10:00:00,79.2+52j,79.2+52j
2017-10-18 10:10:00,79.04+51.67j,79.04+51.67j
2017-10-18 10:20:00,78.92+51.33j,78.92+51.33j
2017-10-18 10:30:00,78.8+51j,78.8+51j
2017-10-18 10:40:00,78.64+50.67j,78.64+50.67j
2017-10-18 10:50:00,78.52+50.33j,78.52+50.33j
2017-10-18 11:00:00,78.4+50j,78.4+50j
2017-10-18 11:10:00,79.44+50.53j,79.44+50.53j
2017-10-18 11:20:00,80.52+51.07j,80.52+51.07j
2017-10-18 11:30:00,81.6+51.6j,81.6+51.6j
2017-10-18 11:40:00,82.64+52.13j,82.64+52.13j
2017-10-18 11:50:00,83.72+52.67j,83.72+52.67j
2017-10-18 12:00:00,84.8+53.2j,84.8+53.2j
2017-10-18 12:10:00,85.32+57j,85.32+57j
2017-10-18 12:20:00,85.84+60.8j,85.84+60.8j
2017-10-18 12:30:00,86.4+64.6j,86.4+64.6j
2017-10-18 12:40:00,86.92+68.4j,86.92+68.4j
2017-10-18 12:50:00,87.44+72.2j,87.44+72.2j
2017-10-18 13:00:00,88+76j,88+76j
2017-10-18 13:10:00,87.64+73.93j,87.64+73.93j
2017-10-18 13:20:00,87.32+71.87j,87.32+71.87j
2017-10-18 13:30:00,87+69.8j,87+69.8j
2017-10-18 13:40:00,86.64+67.73j,86.64+67.73j
2017-10-18 13:50:00,86.32+65.67j,86.32+65.67j
2017-10-18 14:00:00,86+63.6j,86+63.6j
2017-10-18 14:10:00,85.72+65.6j,85.72+65.6j
2017-10-18 14:20:00,85.44+67.6j,85.44+67.6j
2017-10-18 14:30:00,85.2+69.6j,85.2+69.6j
2017-10-18 14:40:00,84.92+71.6j,84.92+71.6j
2017-10-18 14:50:00,84.64+73.6j,84.64+73.6j
2017-10-18 15:00:00,84.4+75.6j,84.4+75.6j
2017-10-18 15:10:00,85.92+75.07j,85.92+75.07j
2017-10-18 15:20:00,87.44+74.53j,87.44+74.53j
2017-10-18 15:30:00,89+74j,89+74j
2017-10-18 15:40:00,90.52+73.47j,90.52+73.47j
2017-10-18 15:50:00,92.04+72.93j,92.04+72.93j
