#timPSTamp,	constant_power_A,constant_power_C
2017-10-18 00:00:00,470.4+238.4j,470.4+238.4j
2017-10-18 00:10:00,464.16+237.33j,464.16+237.33j
2017-10-18 00:20:00,458.08+236.27j,458.08+236.27j
2017-10-18 00:30:00,452+235.2j,452+235.2j
2017-10-18 00:40:00,445.76+234.13j,445.76+234.13j
2017-10-18 00:50:00,439.68+233.07j,439.68+233.07j
2017-10-18 01:00:00,433.6+232j,433.6+232j
2017-10-18 01:10:00,429.44+233.33j,429.44+233.33j
2017-10-18 01:20:00,425.6+234.67j,425.6+234.67j
2017-10-18 01:30:00,421.6+236j,421.6+236j
2017-10-18 01:40:00,417.44+237.33j,417.44+237.33j
2017-10-18 01:50:00,413.6+238.67j,413.6+238.67j
2017-10-18 02:00:00,409.6+240j,409.6+240j
2017-10-18 02:10:00,406.08+240j,406.08+240j
2017-10-18 02:20:00,402.56+240j,402.56+240j
2017-10-18 02:30:00,399.2+240j,399.2+240j
2017-10-18 02:40:00,395.68+240j,395.68+240j
2017-10-18 02:50:00,392.16+240j,392.16+240j
2017-10-18 03:00:00,388.8+240j,388.8+240j
2017-10-18 03:10:00,388.96+239.73j,388.96+239.73j
2017-10-18 03:20:00,389.28+239.47j,389.28+239.47j
2017-10-18 03:30:00,389.6+239.2j,389.6+239.2j
2017-10-18 03:40:00,389.76+238.93j,389.76+238.93j
2017-10-18 03:50:00,390.08+238.67j,390.08+238.67j
2017-10-18 04:00:00,390.4+238.4j,390.4+238.4j
2017-10-18 04:10:00,390.4+238.67j,390.4+238.67j
2017-10-18 04:20:00,390.24+238.93j,390.24+238.93j
2017-10-18 04:30:00,390.4+239.2j,390.4+239.2j
2017-10-18 04:40:00,390.4+239.47j,390.4+239.47j
2017-10-18 04:50:00,390.24+239.73j,390.24+239.73j
2017-10-18 05:00:00,390.4+240j,390.4+240j
2017-10-18 05:10:00,392.48+239.73j,392.48+239.73j
2017-10-18 05:20:00,394.56+239.47j,394.56+239.47j
2017-10-18 05:30:00,396.8+239.2j,396.8+239.2j
2017-10-18 05:40:00,398.88+238.93j,398.88+238.93j
2017-10-18 05:50:00,400.96+238.67j,400.96+238.67j
2017-10-18 06:00:00,403.2+238.4j,403.2+238.4j
2017-10-18 06:10:00,407.2+234.4j,407.2+234.4j
2017-10-18 06:20:00,411.04+230.4j,411.04+230.4j
2017-10-18 06:30:00,415.2+226.4j,415.2+226.4j
2017-10-18 06:40:00,419.2+222.4j,419.2+222.4j
2017-10-18 06:50:00,423.04+218.4j,423.04+218.4j
2017-10-18 07:00:00,427.2+214.4j,427.2+214.4j
2017-10-18 07:10:00,406.56+210.4j,406.56+210.4j
2017-10-18 07:20:00,386.08+206.4j,386.08+206.4j
